rollout/success rate,train/n_updates,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/total timesteps,rollout/ep_rew_mean,train/actor_loss,train/learning_rate,time/fps,train/critic_loss
0.18,277600,10814,6443,90.23,277728,-429.33402596,5016.555615234375,0.001,25,552602.541796875
0.18,277700,10826,6444,90.23,277828,-431.05842007,5067.268994140625,0.001,25,470849.61484375
0.17,277800,10838,6445,90.54,277928,-437.50538667999996,5078.796435546875,0.001,25,476093.976953125
0.17,277900,10851,6446,90.54,278028,-435.5055997,5079.680419921875,0.001,25,638276.14453125
0.16,278000,10864,6447,91.0,278128,-439.64751199000005,5057.335107421875,0.001,25,587257.959765625
0.17,278040,10869,6448,90.38,278166,-437.62079059999996,5071.6912109375,0.001,25,573254.8375
0.18,278100,10879,6449,90.1,278238,-430.53711853,5065.944482421875,0.001,25,672017.059765625
0.19,278140,10884,6450,89.46,278274,-427.93246882,5074.024609375,0.001,25,569904.267578125
0.19,278240,10897,6451,89.46,278374,-430.55260513,5072.2189453125,0.001,25,529539.04140625
0.19,278340,10909,6452,89.46,278474,-430.6295086899999,5083.92060546875,0.001,25,740280.81484375
0.19,278440,10925,6453,89.46,278574,-428.3637182700001,5101.8826171875,0.001,25,525463.151171875
0.19,278540,10939,6454,89.46,278674,-425.07010520999995,5106.74853515625,0.001,25,630112.151953125
0.18,278640,10953,6455,90.38,278774,-427.09459925999994,5109.665234375,0.001,25,563423.1203125
0.18,278740,10965,6456,90.38,278874,-428.63147181,5114.680859375,0.001,25,587030.886328125
0.18,278840,10979,6457,90.38,278974,-426.70265643,5141.042431640625,0.001,25,545199.8421875
0.19,278860,10980,6458,89.45,278981,-422.17645589,5146.400732421875,0.001,25,500796.577734375
0.19,278960,10995,6459,89.45,279081,-417.36094937999997,5115.045068359375,0.001,25,633684.003125
0.19,279000,11002,6460,89.84,279138,-417.64108332999996,5104.493212890625,0.001,25,715497.219140625
0.19,279100,11016,6461,89.84,279238,-419.66778654999996,5124.29423828125,0.001,25,627938.311328125
0.2,279140,11020,6462,89.07,279261,-411.30388587,5137.47626953125,0.001,25,567703.259375
0.2,279240,11034,6463,89.07,279361,-408.45993007000004,5118.50009765625,0.001,25,879638.18125
0.21,279280,11041,6464,88.59,279413,-406.97767358000004,5177.354248046875,0.001,25,450688.83125
0.2,279380,11054,6465,88.95,279513,-409.24363323,5152.514990234375,0.001,25,643630.9640625
0.2,279480,11068,6466,88.95,279613,-416.53495197000007,5203.318359375,0.001,25,417595.795703125
0.2,279580,11081,6467,88.95,279713,-418.50671021999995,5184.037109375,0.001,25,564071.55234375
0.21,279640,11088,6468,88.43,279761,-414.60376993,5171.480517578125,0.001,25,699312.662890625
0.22,,11090,6469,87.61,279779,-408.25032309,,,25,
0.22,279740,11103,6470,87.61,279879,-409.62961255999994,5172.864892578125,0.001,25,558406.42109375
0.23,279760,11104,6471,86.67,279885,-406.33433356999996,5155.982763671875,0.001,25,711530.084375
0.22,279860,11118,6472,87.52,279985,-413.6820455399999,5198.5150390625,0.001,25,528351.470703125
0.22,279960,11132,6473,87.52,280085,-407.61271931999994,5179.828515625,0.001,25,756000.853125
0.22,280060,11145,6474,87.52,280185,-406.16796837000004,5185.08701171875,0.001,25,662626.601953125
0.23,280080,11149,6475,86.79,280212,-400.32131058,5177.448388671875,0.001,25,454189.567578125
0.22,280180,11164,6476,87.12,280312,-402.71734293000003,5209.11728515625,0.001,25,520103.1734375
0.23,280220,11169,6477,86.5,280350,-395.47599181,5245.243408203125,0.001,25,544984.959375
0.23,280240,11172,6478,86.44,280365,-395.51257664999997,5236.261865234375,0.001,25,543009.826171875
0.23,280340,11186,6479,86.44,280465,-391.28558797,5235.381640625,0.001,25,518248.803125
0.23,280440,11200,6480,86.44,280565,-393.21871465000004,5200.527734375,0.001,25,856944.75234375
0.24,280520,11213,6481,86.35,280656,-385.0669578500001,5227.0275390625,0.001,25,767226.91640625
0.24,280620,11227,6482,86.35,280756,-384.61130434000006,5266.44453125,0.001,25,506335.59140625
0.25,280700,11236,6483,86.01,280822,-383.38556842,5242.891455078125,0.001,24,596788.701953125
0.26,280740,11243,6484,85.45,280866,-381.11919310999997,5278.01103515625,0.001,24,410381.46015625
0.26,280840,11257,6485,85.45,280966,-383.52208869000003,5191.9630859375,0.001,24,827014.275
0.26,280940,11269,6486,85.45,281066,-386.17994883,5284.848876953125,0.001,24,449080.11015625
0.26,281040,11283,6487,85.45,281166,-385.40139953000005,5274.362548828125,0.001,24,758849.16796875
0.26,281140,11295,6488,85.45,281266,-390.14786583000006,5285.57412109375,0.001,24,524434.83046875
0.25,281240,11309,6489,86.4,281366,-393.46693504,5256.43251953125,0.001,24,632411.30078125
0.26,281260,11312,6490,85.64,281390,-390.57683730000014,5249.219482421875,0.001,24,690752.9171875
0.26,281280,11316,6491,85.13,281411,-389.62260482000005,5241.8115234375,0.001,24,793943.73359375
0.27,,11316,6492,84.16,281414,-386.9760106800001,,,24,
0.27,281380,11329,6493,84.16,281514,-390.5791697000001,5302.008349609375,0.001,24,665152.001953125
0.27,281460,11340,6494,84.59,281585,-390.23796408000004,5280.6400390625,0.001,24,640581.209375
0.27,281560,11352,6495,84.59,281685,-393.1539666800001,5306.453955078125,0.001,24,542547.648828125
0.27,281660,11366,6496,84.59,281785,-386.35618779000004,5270.407666015625,0.001,24,769930.05390625
0.26,281760,11379,6497,85.35,281885,-387.78582499,5312.233837890625,0.001,24,729145.3953125
0.26,281860,11392,6498,85.35,281985,-387.1267076100001,5295.331298828125,0.001,24,705979.72734375
0.26,281960,11406,6499,85.35,282085,-382.17370529,5301.961279296875,0.001,24,633940.621875
0.26,282060,11420,6500,85.35,282185,-377.43158019,5300.381689453125,0.001,24,670335.6046875
0.26,282160,11434,6501,85.35,282285,-375.99599097,5355.380859375,0.001,24,497354.486328125
0.26,282260,11448,6502,85.35,282385,-374.00595246999995,5314.975927734375,0.001,24,798783.2671875
0.25,282360,11461,6503,85.7,282485,-372.33603100999994,5317.00546875,0.001,24,670174.051171875
0.25,282460,11474,6504,85.7,282585,-375.58727439,5364.926025390625,0.001,24,629520.20703125
0.26,282480,11478,6505,85.02,282617,-370.22494779,5356.874267578125,0.001,24,403795.39765625
0.25,282580,11490,6506,85.4,282717,-373.8549243399999,5371.864404296875,0.001,24,647240.22578125
0.25,282680,11504,6507,85.4,282817,-375.22244158,5353.11474609375,0.001,24,622869.275390625
0.25,282780,11519,6508,85.4,282917,-371.88949900999995,5334.8853515625,0.001,24,704140.41484375
0.25,282880,11532,6509,85.4,283017,-371.34574718999994,5400.382373046875,0.001,24,644209.031640625
0.25,282980,11546,6510,85.4,283117,-365.6763683,5387.716650390625,0.001,24,828557.047265625
0.25,283080,11560,6511,85.4,283217,-364.5225368399999,5359.80869140625,0.001,24,765896.39609375
0.25,283180,11573,6512,85.4,283317,-368.9866832899999,5420.19501953125,0.001,24,687939.84765625
0.26,283260,11583,6513,85.1,283387,-368.9149782799999,5394.796533203125,0.001,24,653674.52421875
0.26,283360,11598,6514,85.1,283487,-373.8859825599999,5450.053955078125,0.001,24,712533.916015625
0.26,283380,11602,6515,84.92,283516,-372.5209212799998,5376.8259765625,0.001,24,783645.6046875
0.26,283480,11615,6516,84.92,283616,-375.3001694999999,5429.746875,0.001,24,529455.753515625
0.26,283580,11627,6517,84.92,283716,-377.0736015799999,5444.64013671875,0.001,24,585156.3984375
0.26,283680,11642,6518,84.92,283816,-379.12116613,5391.47236328125,0.001,24,791134.423828125
0.27,283700,11645,6519,84.09,283833,-376.11917708,5476.675390625,0.001,24,604510.629296875
0.28,283740,11651,6520,83.53,283877,-375.76546451999997,5406.005615234375,0.001,24,651658.2546875
0.27,283840,11666,6521,83.82,283977,-378.41490705,5439.124365234375,0.001,24,641463.3640625
0.27,283940,11678,6522,83.82,284077,-379.19568798999995,5460.770458984375,0.001,24,635991.4203125
0.28,283960,11680,6523,82.94,284089,-371.55790771,5440.887158203125,0.001,24,683152.798828125
0.28,284060,11692,6524,82.94,284189,-363.3472369699999,5445.0447265625,0.001,24,789847.919140625
0.29,284120,11701,6525,82.57,284252,-357.01552491999996,5504.11513671875,0.001,24,526040.794921875
0.3,284180,11708,6526,82.07,284302,-354.56687216,5496.040673828125,0.001,24,502866.65078125
0.3,284280,11720,6527,82.07,284402,-354.53089462,5487.895751953125,0.001,24,516993.685546875
0.3,284380,11732,6528,82.07,284502,-352.5486949,5501.639013671875,0.001,24,508707.696484375
0.3,284480,11746,6529,82.07,284602,-353.72197935,5497.94208984375,0.001,24,448334.228125
0.3,284580,11758,6530,82.07,284702,-351.0345964799999,5519.28291015625,0.001,24,599185.772265625
0.3,284680,11774,6531,82.07,284802,-348.42681807,5460.49580078125,0.001,24,937379.09453125
0.31,,11775,6532,81.11,284806,-344.07345688999993,,,24,
0.31,284780,11789,6533,81.11,284906,-342.2997874200001,5470.450341796875,0.001,24,908682.24140625
0.31,284880,11801,6534,81.11,285006,-337.6674111,5513.394140625,0.001,24,743952.70546875
0.31,284980,11815,6535,81.11,285106,-338.20172356999996,5536.087158203125,0.001,24,658283.348046875
0.31,285080,11828,6536,81.11,285206,-343.45859036999997,5521.32890625,0.001,24,761909.416015625
0.31,285180,11844,6537,81.11,285306,-339.12540220000005,5574.40625,0.001,24,677374.879296875
0.31,285280,11856,6538,81.11,285406,-341.82683022000003,5502.841796875,0.001,24,894710.279296875
0.3,285380,11868,6539,81.71,285506,-345.2585595400001,5561.5771484375,0.001,24,666869.18125
0.3,285480,11882,6540,81.71,285606,-340.45754274,5575.631494140625,0.001,24,518732.980078125
0.29,285580,11895,6541,81.78,285706,-344.16022691,5600.882177734375,0.001,24,531047.35859375
0.3,285620,11902,6542,81.32,285760,-341.38987866,5544.960498046875,0.001,24,960603.851953125
0.31,285680,11911,6543,80.89,285817,-334.22652107,5542.04560546875,0.001,23,788269.57578125
0.31,285780,11924,6544,80.89,285917,-333.39486214000004,5555.58193359375,0.001,23,790260.01953125
0.31,285880,11938,6545,80.89,286017,-327.59685343000007,5617.316162109375,0.001,23,666803.590625
0.31,285980,11951,6546,80.89,286117,-324.56938521000006,5619.9998046875,0.001,23,501470.36015625
0.31,286080,11965,6547,80.89,286217,-320.60709022000003,5615.536376953125,0.001,23,658469.3140625
0.31,286140,11973,6548,81.03,286269,-320.49871502,5603.083935546875,0.001,23,768574.384765625
0.3,286240,11986,6549,81.31,286369,-328.15637879,5537.601171875,0.001,23,791719.003515625
0.3,286300,11995,6550,81.64,286438,-329.16630448999996,5612.967626953125,0.001,23,879321.173046875
0.3,286400,12009,6551,81.64,286538,-331.78619125999995,5648.451611328125,0.001,23,731795.0484375
0.31,286420,12011,6552,80.77,286551,-327.35928803999997,5605.11298828125,0.001,23,930685.583984375
0.32,286440,12013,6553,79.88,286562,-323.63205169,5643.8787109375,0.001,23,597575.15
0.32,286540,12027,6554,79.88,286662,-324.18215964,5644.216796875,0.001,23,716595.965234375
0.32,286640,12041,6555,79.88,286762,-326.76222216,5671.567919921875,0.001,23,534428.043359375
0.32,286740,12055,6556,79.88,286862,-325.5132265,5664.89453125,0.001,23,788333.634375
0.32,286840,12067,6557,79.88,286962,-325.42055886,5655.373974609375,0.001,23,625675.836328125
0.31,286940,12079,6558,80.81,287062,-332.90459172000004,5675.77392578125,0.001,23,529598.9734375
0.31,287040,12091,6559,80.81,287162,-332.11177234,5686.60126953125,0.001,23,543248.95546875
0.3,287140,12105,6560,81.24,287262,-339.02191006,5683.565087890625,0.001,23,583420.32890625
0.3,287240,12117,6561,81.24,287362,-343.01907364,5640.635009765625,0.001,23,563373.1484375
0.29,287340,12131,6562,82.01,287462,-343.65504303999995,5670.7275390625,0.001,23,807732.0671875
0.29,287440,12145,6563,82.01,287562,-342.76214946000005,5712.01923828125,0.001,23,374203.33671875
0.28,287540,12157,6564,82.49,287662,-349.10949208000005,5709.961767578125,0.001,23,746686.1265625
0.28,287640,12171,6565,82.49,287762,-356.2907133499999,5724.302783203125,0.001,23,917420.830859375
0.28,287740,12185,6566,82.49,287862,-348.72011834999995,5721.22470703125,0.001,23,668504.358984375
0.29,287760,12189,6567,81.74,287887,-343.9678866499999,5731.467822265625,0.001,23,748761.513671875
0.29,,12190,6568,81.36,287897,-343.68168193,,,23,
0.28,287860,12205,6569,82.18,287997,-349.12610126000004,5735.267724609375,0.001,23,827144.03125
0.28,287960,12218,6570,82.18,288097,-349.57868265,5709.48212890625,0.001,23,884667.98671875
0.27,288060,12230,6571,83.12,288197,-358.33184547,5723.615087890625,0.001,23,590367.925390625
0.27,288160,12244,6572,83.12,288297,-351.73399204000003,5744.121630859375,0.001,23,703015.027734375
0.28,288220,12252,6573,82.73,288358,-347.90246607000006,5770.56494140625,0.001,23,741009.755078125
0.29,288240,12254,6574,81.85,288370,-345.0391512500001,5755.638525390625,0.001,23,766222.73984375
0.28,288340,12267,6575,82.58,288470,-350.56141220000006,5762.78798828125,0.001,23,898579.265625
0.28,288440,12280,6576,82.58,288570,-346.42659894,5766.251904296875,0.001,23,759740.855859375
0.27,288540,12292,6577,83.2,288670,-350.39833893,5772.808642578125,0.001,23,455069.8390625
0.26,288640,12307,6578,84.05,288770,-355.2899105,5776.081787109375,0.001,23,843162.019140625
0.26,288740,12321,6579,84.05,288870,-356.28118386,5785.451904296875,0.001,23,772692.9953125
0.27,288800,12329,6580,83.6,288925,-351.3389391500001,5757.35087890625,0.001,23,629713.78671875
0.26,288900,12343,6581,83.69,289025,-358.1065397300001,5745.547119140625,0.001,23,992543.44453125
0.27,288920,12348,6582,83.04,289060,-356.8759465800001,5776.202197265625,0.001,23,888228.5046875
0.26,289020,12361,6583,83.38,289160,-363.59717435000005,5751.025927734375,0.001,23,789705.15703125
0.25,289120,12374,6584,83.94,289260,-366.50884300000007,5803.734619140625,0.001,23,788353.077734375
0.25,289220,12387,6585,83.94,289360,-367.37415278000003,5825.7939453125,0.001,23,737161.491015625
0.25,289320,12399,6586,83.94,289460,-366.72368781999995,5836.02138671875,0.001,23,770351.7671875
0.25,289420,12413,6587,83.94,289560,-364.06886652000003,5791.939453125,0.001,23,898516.9140625
0.25,289520,12426,6588,83.94,289660,-365.27669377,5803.908935546875,0.001,23,745435.12734375
0.26,289580,12434,6589,83.54,289720,-362.2323615799999,5863.206982421875,0.001,23,635738.700390625
0.25,289680,12446,6590,84.3,289820,-365.01959396,5821.127587890625,0.001,23,1021985.3859375
0.24,289780,12458,6591,85.09,289920,-370.77254427,5797.422216796875,0.001,23,888253.55234375
0.23,289880,12472,6592,86.06,290020,-373.5574991799999,5851.72734375,0.001,23,686026.38671875
0.24,289920,12476,6593,85.32,290046,-367.10873370999985,5822.6205078125,0.001,23,1086380.10234375
0.24,289980,12484,6594,85.22,290107,-367.41266051999986,5816.186083984375,0.001,23,1041928.9609375
0.24,290080,12500,6595,85.22,290207,-362.7246571999999,5848.39091796875,0.001,23,781706.152734375
0.24,290180,12513,6596,85.22,290307,-372.53825668999997,5849.546142578125,0.001,23,757181.36171875
0.25,290200,12517,6597,84.49,290334,-371.0394331099999,5846.13203125,0.001,23,973941.361328125
0.25,290300,12530,6598,84.49,290434,-372.6563514399999,5871.5974609375,0.001,23,744594.497265625
0.25,290400,12543,6599,84.49,290534,-371.87216736999994,5873.362646484375,0.001,23,877896.567578125
0.26,290420,12546,6600,83.65,290550,-369.01600126,5891.8828125,0.001,23,617545.948828125
0.26,290520,12558,6601,83.65,290650,-370.44213018999994,5897.047705078125,0.001,23,792526.94296875
0.26,290620,12572,6602,83.65,290750,-367.81719316999994,5902.391357421875,0.001,23,581607.34140625
0.26,290720,12585,6603,83.65,290850,-376.12663065999993,5928.948828125,0.001,23,638563.45390625
0.26,290820,12596,6604,83.65,290950,-374.10599038999993,5934.50302734375,0.001,23,776484.872265625
0.25,290920,12609,6605,84.33,291050,-376.90085138999996,5940.112548828125,0.001,23,764474.312890625
0.25,291020,12623,6606,84.33,291150,-374.02573966000006,5893.8994140625,0.001,23,975485.8703125
0.26,291080,12630,6607,83.84,291201,-364.61529136999997,5923.22939453125,0.001,23,739363.283984375
0.26,291180,12642,6608,83.84,291301,-367.69558639,5957.31064453125,0.001,23,534366.245703125
0.27,291200,12646,6609,83.11,291328,-366.77776166999996,5906.847119140625,0.001,23,851822.414453125
0.27,291300,12660,6610,83.11,291428,-368.53803731000005,5938.260888671875,0.001,23,760395.038671875
0.28,,12662,6611,82.19,291436,-363.49317755000004,,,23,
0.28,291400,12675,6612,82.19,291536,-363.31801746,5986.62080078125,0.001,22,687553.53671875
0.27,291500,12689,6613,82.49,291636,-363.29622390000003,5961.726806640625,0.001,22,964858.0046875
0.27,291600,12703,6614,82.49,291736,-363.86915186,5937.63515625,0.001,22,981382.7296875
0.26,291700,12715,6615,83.2,291836,-367.1793729499999,5956.280859375,0.001,22,723846.5375
0.26,291800,12728,6616,83.2,291936,-370.14555833,5967.1669921875,0.001,22,923582.4859375
0.26,291900,12741,6617,83.2,292036,-366.84577508,6000.747314453125,0.001,22,671245.957421875
0.26,292000,12755,6618,83.2,292136,-363.04995685,6028.085546875,0.001,22,656708.912890625
0.25,292100,12767,6619,84.03,292236,-369.70739951000013,5990.32822265625,0.001,22,1118692.27890625
0.24,292200,12781,6620,84.59,292336,-373.6963043100001,6004.5630859375,0.001,22,885792.1015625
0.25,292220,12785,6621,83.83,292360,-368.67159242,5963.861865234375,0.001,22,1145380.06875
0.25,292320,12798,6622,83.83,292460,-366.63608124,5986.26025390625,0.001,22,799630.471875
0.24,292420,12810,6623,84.71,292560,-374.0509078400001,6016.27509765625,0.001,22,1126595.57265625
0.24,292520,12824,6624,84.71,292660,-376.53153296999994,6000.668115234375,0.001,22,919628.148828125
0.23,292620,12837,6625,85.08,292760,-379.3197098,5990.0916015625,0.001,22,923526.70078125
0.22,292720,12851,6626,85.58,292860,-386.01882408,6007.8095703125,0.001,22,906135.104296875
0.23,292820,12863,6627,85.42,292944,-383.65177106999994,6014.8443359375,0.001,22,950099.834375
0.24,292840,12866,6628,84.63,292965,-380.1997397199999,6026.36005859375,0.001,22,968391.215625
0.25,292900,12874,6629,84.2,293022,-371.93151193000006,6038.834765625,0.001,22,681844.8859375
0.26,292960,12883,6630,83.84,293086,-370.10122551,5994.30302734375,0.001,22,1057892.34921875
0.27,,12884,6631,82.91,293093,-365.00900415,,,22,
0.26,293060,12898,6632,83.87,293193,-371.7452167,6047.193212890625,0.001,22,774823.020703125
0.26,293160,12912,6633,83.87,293293,-369.08611598000005,6075.83330078125,0.001,22,804010.334765625
0.27,293180,12915,6634,83.1,293316,-366.67054454000004,6083.328125,0.001,22,804039.06015625
0.27,293280,12928,6635,83.1,293416,-364.24914736,6065.5765625,0.001,22,910869.9890625
0.27,293380,12939,6636,83.1,293516,-364.76667108000004,6110.550146484375,0.001,22,745396.49921875
0.27,293480,12952,6637,83.1,293616,-362.6194234299999,6068.15390625,0.001,22,917700.08515625
0.27,293580,12965,6638,83.1,293716,-362.9307192299999,6102.134814453125,0.001,22,734046.9578125
