rollout/success rate,train/n_updates,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/total timesteps,rollout/ep_rew_mean,train/actor_loss,train/learning_rate,time/fps,train/critic_loss
0.26,304800,14452,6768,83.73,304935,-385.26143876000003,6813.465234375,0.001,21,837303.375
0.27,304820,14453,6769,82.83,304945,-375.75526642999995,6769.09970703125,0.001,21,847292.17734375
0.27,304920,14467,6770,82.83,305045,-372.86237801999994,6824.825537109375,0.001,21,569594.0046875
0.27,305020,14481,6771,82.83,305145,-370.45913550999995,6819.4001953125,0.001,21,876445.665625
0.27,305120,14493,6772,82.83,305245,-370.74668276000006,6757.51142578125,0.001,21,1078405.52109375
0.28,,14494,6773,81.94,305256,-369.3668349600001,,,21,
0.28,305220,14509,6774,81.94,305356,-371.54845283000003,6789.1720703125,0.001,21,1102219.67890625
0.28,305320,14522,6775,81.94,305456,-371.52649726999994,6806.496337890625,0.001,21,701831.271875
0.28,305420,14536,6776,81.94,305556,-371.95143239999993,6725.080078125,0.001,21,1017751.0734375
0.29,305520,14548,6777,81.83,305645,-367.73270728999995,6764.019970703125,0.001,21,1474352.5046875
0.29,305620,14562,6778,81.83,305745,-367.42952241,6803.128759765625,0.001,20,681427.47578125
0.28,305720,14575,6779,82.49,305845,-373.6501678199999,6794.35615234375,0.001,20,1075746.66171875
0.29,305800,14587,6780,82.33,305929,-369.65832739999996,6825.77216796875,0.001,20,847601.628515625
0.3,305840,14594,6781,81.79,305975,-365.83828844000004,6808.3943359375,0.001,20,1235548.32109375
0.29,305940,14606,6782,82.47,306075,-369.6676273600001,6838.568115234375,0.001,20,997918.73515625
0.29,306020,14617,6783,82.74,306143,-370.4418311400001,6829.2544921875,0.001,20,1055456.26640625
0.29,306120,14629,6784,82.74,306243,-374.07448886000014,6822.5068359375,0.001,20,1015669.40546875
0.29,306220,14641,6785,82.74,306343,-378.7417538000001,6776.768408203125,0.001,20,1533057.00625
0.28,306320,14656,6786,83.42,306443,-381.06561234000003,6817.942431640625,0.001,20,1181876.109375
0.28,306420,14671,6787,83.42,306543,-384.20855235000005,6852.42978515625,0.001,20,823370.16875
0.27,306520,14684,6788,84.15,306643,-391.5713567000001,6866.387890625,0.001,20,1241640.21484375
0.27,306620,14698,6789,84.15,306743,-397.0031918900001,6830.340087890625,0.001,20,1158424.625
0.27,306720,14711,6790,84.15,306843,-397.9447806400001,6828.28935546875,0.001,20,1437721.6890625
0.26,306820,14725,6791,85.0,306943,-398.8428866700001,6831.361083984375,0.001,20,1423294.95859375
0.26,306920,14738,6792,85.0,307043,-398.8931173500001,6877.461572265625,0.001,20,836188.707421875
0.26,307020,14751,6793,85.0,307143,-398.21395835000004,6882.79951171875,0.001,20,1017176.228125
0.25,307120,14764,6794,85.93,307243,-406.15746011000005,6896.207568359375,0.001,20,965481.1234375
0.25,307220,14777,6795,85.93,307343,-404.7032459,6831.2814453125,0.001,20,1456888.1125
0.25,307320,14790,6796,85.93,307443,-407.21271106000006,6900.18017578125,0.001,20,1125725.4734375
0.25,307420,14803,6797,85.93,307543,-408.09004809000004,6877.924951171875,0.001,20,1160543.41171875
0.25,307520,14817,6798,85.93,307643,-403.27934135000004,6847.560693359375,0.001,20,1017274.36328125
0.24,307620,14829,6799,86.23,307743,-410.31938348000006,6916.262646484375,0.001,20,1362766.47578125
0.24,307720,14842,6800,86.23,307843,-410.58028499000005,6950.932275390625,0.001,20,897059.19140625
0.24,307820,14857,6801,86.23,307943,-411.58036489000006,6932.149560546875,0.001,20,1235860.2984375
0.24,307920,14872,6802,86.23,308043,-410.5016472,6935.30673828125,0.001,20,950864.81875
0.24,308020,14885,6803,86.23,308143,-411.48004656000006,6956.08623046875,0.001,20,959594.96328125
0.24,,14887,6804,86.06,308154,-411.69441700000004,,,20,
0.25,,14888,6805,85.11,308159,-407.10171729000007,,,20,
0.26,308060,14892,6806,84.37,308185,-398.2636407700001,6894.973095703125,0.001,20,1202836.4640625
0.26,308160,14907,6807,84.37,308285,-405.15552550000007,6966.986328125,0.001,20,926660.61875
0.26,308260,14922,6808,84.37,308385,-405.8276215500002,6989.509375,0.001,20,848979.68125
0.26,308360,14938,6809,84.37,308485,-400.65086553000003,6951.126513671875,0.001,20,1097777.640625
0.25,308460,14951,6810,85.25,308585,-402.57773559000003,6919.105908203125,0.001,20,1181250.14609375
0.24,308560,14967,6811,85.54,308685,-403.66937505000004,6970.01796875,0.001,20,1190912.8046875
0.24,308660,14981,6812,85.54,308785,-402.54466709,6924.190771484375,0.001,20,1327063.13125
0.24,308760,14993,6813,85.54,308885,-409.48192135,6956.942431640625,0.001,20,1177252.26484375
0.24,308860,15007,6814,85.54,308985,-401.22853168,6980.178564453125,0.001,20,1162988.665625
0.24,308960,15021,6815,85.54,309085,-397.02537011,6910.630322265625,0.001,20,1675489.9
0.24,309060,15034,6816,85.54,309185,-398.22890972,6971.404541015625,0.001,20,1071662.6234375
0.24,309080,15038,6817,84.89,309212,-399.59902602,6972.03955078125,0.001,20,1270864.38203125
0.25,309100,15041,6818,84.06,309229,-394.92518715,6990.7447265625,0.001,20,1288151.09609375
0.26,309120,15045,6819,83.29,309252,-390.63912837,6989.089306640625,0.001,20,1147933.44296875
0.26,309140,15048,6820,83.17,309275,-390.1830801,6938.697509765625,0.001,20,1497885.57421875
0.26,309240,15060,6821,83.17,309375,-395.37374468999997,6998.395703125,0.001,20,1151097.709375
0.26,309340,15074,6822,83.17,309475,-397.14624322,7056.778857421875,0.001,20,963246.3375
0.25,309440,15086,6823,84.05,309575,-400.80790927999993,6994.37783203125,0.001,20,1384241.2953125
0.25,309540,15097,6824,84.05,309675,-401.76500344,6981.117431640625,0.001,20,1504086.48359375
0.25,309640,15111,6825,84.05,309775,-405.02603202,7005.20810546875,0.001,20,1269559.3578125
0.25,309740,15127,6826,84.05,309875,-406.7868362499999,6994.4337890625,0.001,20,1363718.62265625
0.24,309840,15138,6827,84.9,309975,-410.89907452000006,7019.14375,0.001,20,1357076.4734375
0.24,309940,15152,6828,84.9,310075,-408.54144484999995,6992.516796875,0.001,20,1006159.4015625
0.24,310040,15164,6829,84.9,310175,-410.8254298,7032.604833984375,0.001,20,1161407.6125
0.25,310060,15167,6830,84.07,310192,-402.31800631,7028.73935546875,0.001,20,1078930.2984375
0.26,310080,15170,6831,83.26,310211,-398.14425814999987,7028.528076171875,0.001,20,1264668.40625
0.26,310180,15183,6832,83.26,310311,-394.91402457,7019.916015625,0.001,20,1257269.90234375
0.26,310280,15198,6833,83.26,310411,-388.79207571,7082.30224609375,0.001,20,913091.36640625
0.27,310340,15207,6834,82.9,310475,-384.93829107000005,7050.655078125,0.001,20,1016617.29765625
0.27,310360,15210,6835,83.02,310494,-384.9795592600001,6985.966748046875,0.001,20,1418507.79375
0.26,310460,15222,6836,83.49,310594,-391.72006478000003,7134.823779296875,0.001,20,675853.7546875
0.25,310560,15235,6837,84.26,310694,-396.82697204000004,7004.61513671875,0.001,20,1388697.821875
0.25,310660,15249,6838,84.26,310794,-396.3927264100001,7080.708447265625,0.001,20,1182896.5703125
0.25,310760,15264,6839,84.26,310894,-390.5537406000001,7058.15419921875,0.001,20,1186178.0484375
0.26,310780,15267,6840,83.39,310907,-385.15629637000006,7058.326025390625,0.001,20,1499691.99140625
0.27,310820,15274,6841,82.87,310955,-377.83135453,7046.821240234375,0.001,20,1042784.403125
0.26,310920,15287,6842,83.0,311055,-377.3366054,7113.530712890625,0.001,20,1172976.04453125
0.26,311020,15301,6843,83.0,311155,-379.511564,7017.59287109375,0.001,20,1685763.62265625
0.26,311120,15313,6844,83.0,311255,-376.05279142000006,7042.11787109375,0.001,20,1551824.028125
0.25,311220,15324,6845,83.91,311355,-380.13138261000006,7089.575927734375,0.001,20,959610.7203125
0.25,311260,15329,6846,83.84,311386,-379.83212789000004,7065.978125,0.001,20,1083199.66015625
0.24,311360,15341,6847,84.25,311486,-381.92709386999996,7132.311328125,0.001,20,1058794.99609375
0.25,311420,15350,6848,83.94,311555,-373.43602421,7134.845556640625,0.001,20,1155237.86171875
0.24,311520,15361,6849,84.26,311655,-380.9495604499999,7099.078271484375,0.001,20,1158891.34296875
0.24,311620,15376,6850,84.26,311755,-377.40727624999994,7085.556787109375,0.001,20,1305033.19296875
0.24,311720,15391,6851,84.26,311855,-377.0084887899999,7083.019775390625,0.001,20,853174.578125
0.24,311760,15394,6852,83.94,311882,-376.8396528199999,7141.970849609375,0.001,20,1121015.37109375
0.24,311860,15407,6853,83.94,311982,-377.2449220999999,7172.445556640625,0.001,20,925503.1984375
0.25,311920,15418,6854,83.63,312051,-376.84338338999993,7070.818603515625,0.001,20,1380241.34140625
0.25,312020,15433,6855,83.63,312151,-378.0009214399999,7154.173193359375,0.001,20,787241.5140625
0.26,312060,15438,6856,82.99,312187,-373.95564182999993,7126.861083984375,0.001,20,1094234.72578125
0.26,312160,15451,6857,82.99,312287,-376.16123968999995,7169.54833984375,0.001,20,1156152.74375
0.26,312260,15465,6858,82.99,312387,-377.1999453,7191.368212890625,0.001,20,878068.8578125
0.26,312360,15479,6859,82.99,312487,-372.80133302,7130.50634765625,0.001,20,1331746.72578125
0.26,312460,15492,6860,82.99,312587,-368.2587554,7181.963037109375,0.001,20,1446331.59609375
0.27,312480,15495,6861,82.19,312607,-364.25958575,7204.4572265625,0.001,20,1038263.07734375
0.27,312580,15508,6862,82.19,312707,-357.98752251999997,7101.01494140625,0.001,20,1714153.4828125
0.27,312680,15522,6863,83.09,312805,-359.37625349999996,7176.786181640625,0.001,20,1188858.65625
0.28,312740,15532,6864,82.81,312877,-358.46967566,7166.598291015625,0.001,20,1312388.5453125
0.28,312840,15545,6865,82.81,312977,-362.23454863,7210.2775390625,0.001,20,1103558.3625
0.28,312940,15557,6866,82.81,313077,-362.34640822,7181.27080078125,0.001,20,1113914.8578125
0.28,313040,15570,6867,82.81,313177,-365.94538811999996,7235.793505859375,0.001,20,948965.09609375
0.27,313140,15584,6868,83.42,313277,-365.6074209400001,7258.37802734375,0.001,20,978382.16171875
0.26,313240,15597,6869,84.32,313377,-368.04414958999996,7208.17763671875,0.001,20,1437378.23515625
0.26,313340,15609,6870,84.32,313477,-370.42236115,7226.534716796875,0.001,20,1139875.56171875
0.26,313440,15620,6871,84.32,313577,-374.05459409,7190.34970703125,0.001,20,1386646.32265625
0.26,313540,15633,6872,84.32,313677,-366.5827664700001,7217.87783203125,0.001,20,1536801.75390625
0.26,313560,15634,6873,84.3,313686,-366.4508259599999,7261.848779296875,0.001,20,1289220.7578125
0.27,313620,15642,6874,83.88,313744,-359.34906191999994,7255.4404296875,0.001,20,1272271.22265625
0.27,313720,15656,6875,83.88,313844,-364.37701777999996,7242.008935546875,0.001,20,807499.51796875
0.27,313820,15669,6876,83.88,313944,-362.26932048,7270.40517578125,0.001,20,842959.12109375
0.26,313920,15683,6877,83.99,314044,-369.41071028,7249.682373046875,0.001,20,1160250.725
0.26,314020,15694,6878,83.99,314144,-372.40473349,7272.07529296875,0.001,20,891589.51484375
0.26,314120,15707,6879,83.99,314244,-366.23672718999995,7301.30478515625,0.001,20,939609.69375
0.25,314220,15720,6880,84.15,314344,-369.14014768,7267.1125,0.001,19,1485401.7953125
0.24,314320,15732,6881,84.69,314444,-375.76613139,7300.6109375,0.001,19,962737.4375
0.25,314400,15746,6882,84.57,314532,-373.31804891,7237.5978515625,0.001,19,1337246.0953125
0.25,314440,15750,6883,84.18,314561,-372.79451002,7317.0826171875,0.001,19,1169648.63203125
0.25,314540,15763,6884,84.18,314661,-372.03045543,7287.825244140625,0.001,19,1138263.57265625
0.25,314640,15774,6885,84.18,314761,-368.36042853999993,7330.351025390625,0.001,19,1142849.16328125
0.25,314740,15787,6886,84.18,314861,-368.51338115999994,7277.471826171875,0.001,19,1427751.1671875
0.25,314840,15802,6887,84.18,314961,-366.3503267199999,7312.589794921875,0.001,19,1491960.54921875
0.26,314880,15808,6888,83.61,315004,-359.64557047999995,7313.4396484375,0.001,19,1224972.521875
0.26,314980,15823,6889,83.61,315104,-352.74475017,7315.6505859375,0.001,19,1237890.5234375
0.26,315080,15834,6890,83.61,315204,-351.13938683999993,7333.828955078125,0.001,19,1323024.37421875
0.26,315180,15848,6891,83.61,315304,-350.96239356,7328.713037109375,0.001,19,1350594.678125
0.27,315220,15854,6892,83.04,315347,-345.62734294,7364.251904296875,0.001,19,1132819.81953125
0.27,315320,15868,6893,83.04,315447,-348.47087364,7331.85966796875,0.001,19,1406407.8359375
0.28,315400,15879,6894,82.85,315528,-341.79556791999994,7359.412158203125,0.001,19,1144479.0078125
0.29,,15880,6895,81.95,315538,-337.63036084,,,19,
0.3,315460,15887,6896,81.4,315583,-332.79262373999995,7337.152880859375,0.001,19,1486022.45234375
0.3,315560,15899,6897,81.4,315683,-336.63381654999995,7365.693408203125,0.001,19,1356357.175
0.31,,15901,6898,80.48,315691,-334.55258554,,,19,
0.32,315580,15904,6899,79.72,315715,-326.86123735,7296.576708984375,0.001,19,1462624.79140625
0.32,315680,15917,6900,79.72,315815,-326.4717467,7328.4083984375,0.001,19,1276230.55234375
0.32,315780,15930,6901,79.72,315915,-327.93978423,7362.406494140625,0.001,19,1138326.44453125
0.32,315880,15945,6902,79.72,316015,-325.12404624,7432.374658203125,0.001,19,1055413.2390625
0.32,315980,15960,6903,79.72,316115,-325.06395283,7392.246435546875,0.001,19,1348756.346875
0.32,316000,15963,6904,79.83,316137,-325.79263462999995,7370.6501953125,0.001,19,1052031.98203125
0.32,316020,15967,6905,80.01,316160,-325.80657985999994,7347.553955078125,0.001,19,1491302.6703125
0.31,316120,15980,6906,80.75,316260,-328.0403958999999,7333.24169921875,0.001,19,1381726.3609375
0.32,316180,15987,6907,80.26,316311,-321.0958284199999,7387.092822265625,0.001,19,1181149.3578125
0.33,,15989,6908,79.35,316320,-315.01155249,,,19,
0.33,316280,16002,6909,79.35,316420,-314.35166503999994,7338.401416015625,0.001,19,1406421.378125
0.34,316340,16010,6910,78.92,316477,-313.11295219999994,7399.776123046875,0.001,19,1145509.19765625
0.35,316440,16024,6911,78.9,316575,-310.8277553699999,7401.538916015625,0.001,19,1116975.13828125
0.35,316540,16039,6912,78.9,316675,-307.53942388,7442.91162109375,0.001,19,1381993.95234375
0.35,316640,16051,6913,78.9,316775,-305.49876481,7462.393115234375,0.001,19,1166750.015625
0.35,316740,16065,6914,78.9,316875,-307.47363453,7464.986669921875,0.001,19,999181.7625
0.35,316840,16079,6915,78.9,316975,-315.57554799,7460.443896484375,0.001,19,923407.2578125
0.36,316900,16088,6916,78.53,317038,-310.73063665999996,7432.95185546875,0.001,19,1495385.1859375
0.35,317000,16103,6917,79.26,317138,-313.94830104,7408.91240234375,0.001,19,1394535.915625
0.34,317100,16116,6918,80.09,317238,-316.69855504000003,7517.89736328125,0.001,19,934819.88203125
0.34,317180,16127,6919,80.66,317318,-316.97778424000006,7440.2271484375,0.001,19,1790943.4859375
0.33,317280,16140,6920,81.43,317418,-320.84376075000006,7446.713623046875,0.001,19,1258378.59375
0.34,317360,16150,6921,81.2,317495,-314.87196109,7485.642431640625,0.001,19,1168255.5546875
0.34,317460,16165,6922,81.2,317595,-315.9363185,7444.88681640625,0.001,19,1213733.39921875
0.34,317560,16179,6923,81.2,317695,-318.82220007,7507.903515625,0.001,19,859479.440625
0.35,317600,16183,6924,80.46,317721,-315.43311841,7544.718017578125,0.001,19,1121268.83046875
0.35,317700,16194,6925,80.46,317821,-307.6375923,7499.61474609375,0.001,19,1577285.025
0.35,317800,16209,6926,80.46,317921,-307.95813484000007,7521.51083984375,0.001,19,974242.509375
0.36,317820,16213,6927,79.67,317942,-303.96538976000005,7511.8888671875,0.001,19,1337604.33203125
0.36,317920,16224,6928,79.67,318042,-306.23505917000006,7517.954638671875,0.001,19,1356549.17421875
0.37,317960,16229,6929,79.06,318081,-302.94808094,7519.5759765625,0.001,19,1203489.10625
0.36,318060,16242,6930,79.89,318181,-305.28329366,7475.005859375,0.001,19,1351187.8015625
0.35,318160,16258,6931,80.7,318281,-309.42257943,7515.64873046875,0.001,19,1162108.0015625
0.36,318180,16262,6932,79.95,318306,-304.31892808,7441.712353515625,0.001,19,1674956.5984375
0.36,318280,16275,6933,79.95,318406,-307.49559155,7555.406982421875,0.001,19,1490155.58984375
0.35,318380,16286,6934,80.31,318506,-316.34063475,7493.181689453125,0.001,19,1901870.03125
0.34,318480,16298,6935,81.12,318606,-320.26410562999996,7586.638916015625,0.001,19,1168560.246875
0.35,318500,16301,6936,80.33,318627,-312.58538088999995,7542.5021484375,0.001,19,1323077.7484375
0.35,318600,16316,6937,80.33,318727,-308.9248004,7577.986083984375,0.001,19,1454314.45234375
0.35,318700,16328,6938,80.33,318827,-309.6679446,7547.447607421875,0.001,19,1113844.41328125
0.35,318800,16341,6939,80.33,318927,-314.04371423,7592.211767578125,0.001,19,1318885.0015625
0.34,318900,16355,6940,81.2,319027,-318.50941660999996,7561.797509765625,0.001,19,1315809.21484375
0.33,319000,16369,6941,81.72,319127,-321.85286494,7569.082763671875,0.001,19,1335392.33203125
0.34,,16370,6942,80.76,319131,-320.05424696999995,,,19,
0.34,319100,16385,6943,80.76,319231,-318.31106655,7619.344287109375,0.001,19,1387061.16953125
0.34,319200,16397,6944,80.76,319331,-320.23506800999996,7617.58486328125,0.001,19,925254.30546875
0.34,319300,16411,6945,80.76,319431,-315.67939135,7586.118115234375,0.001,19,1478539.9328125
0.33,319400,16421,6946,81.45,319531,-320.51063207,7622.531103515625,0.001,19,1350710.47421875
0.33,319500,16436,6947,81.45,319631,-320.6392799,7662.80283203125,0.001,19,795078.43515625
0.32,319600,16449,6948,81.76,319731,-321.85342017000005,7668.9357421875,0.001,19,1196600.11484375
0.32,319700,16463,6949,81.76,319831,-314.86741874000006,7660.0970703125,0.001,19,1135938.85625
0.32,319800,16475,6950,81.76,319931,-312.8890901,7695.3490234375,0.001,19,1102728.88203125
0.32,319900,16487,6951,81.76,320031,-318.63598025,7630.623779296875,0.001,19,1323405.79296875
0.32,319920,16489,6952,81.69,320051,-318.72254228,7677.031884765625,0.001,19,1287100.49921875
0.32,320020,16503,6953,81.69,320151,-312.1767038,7712.8033203125,0.001,19,1075072.30625
0.31,320120,16516,6954,82.0,320251,-317.85455763000004,7634.5212890625,0.001,19,1606306.78828125
0.31,320220,16530,6955,82.0,320351,-312.98653965999995,7658.039306640625,0.001,19,1118457.3921875
0.3,320320,16541,6956,82.64,320451,-315.04818439999997,7685.4806640625,0.001,19,1498146.684375
0.3,320420,16553,6957,82.64,320551,-316.20493050999994,7714.746728515625,0.001,19,1276525.79375
0.3,320520,16564,6958,82.64,320651,-321.53527126999995,7652.196435546875,0.001,19,1799368.99140625
0.31,320560,16570,6959,82.11,320698,-318.60739102,7669.938671875,0.001,19,1663744.55234375
0.31,320660,16584,6960,82.11,320798,-322.03558217,7751.588037109375,0.001,19,1237008.8484375
0.3,320760,16597,6961,82.91,320898,-325.38175391,7779.60791015625,0.001,19,1141470.833203125
0.3,320860,16609,6962,82.91,320998,-327.84683099999995,7700.85673828125,0.001,19,1165829.73046875
0.29,320960,16622,6963,82.93,321098,-332.65516607999996,7686.00361328125,0.001,19,1549739.69453125
0.28,321060,16636,6964,83.21,321198,-336.39657809,7692.011376953125,0.001,19,1391907.659375
0.28,321160,16649,6965,83.21,321298,-329.01682125,7760.444775390625,0.001,19,1502607.16171875
0.29,321220,16656,6966,82.74,321351,-320.88268494,7719.285498046875,0.001,19,1457415.42265625
0.29,321320,16668,6967,82.74,321451,-320.69582901999996,7769.486572265625,0.001,19,1227085.41640625
0.3,321380,16675,6968,82.27,321504,-321.49648701,7696.6970703125,0.001,19,1772164.99453125
0.3,321480,16689,6969,82.27,321604,-323.97477718000005,7759.779931640625,0.001,19,946669.159765625
0.3,321580,16703,6970,82.27,321704,-317.85484704000004,7753.881396484375,0.001,19,1295672.3859375
0.3,321680,16715,6971,82.27,321804,-316.67659619000005,7686.968115234375,0.001,19,1830537.13984375
0.3,321780,16729,6972,82.27,321904,-327.03131635000005,7767.699462890625,0.001,19,1482853.446875
0.29,321880,16740,6973,83.18,322004,-331.02349324000005,7767.318017578125,0.001,19,1759569.57265625
0.29,321920,16746,6974,83.0,322044,-330.25006049,7790.43017578125,0.001,19,1716341.85625
0.29,322020,16757,6975,83.0,322144,-328.35740575000005,7798.7427734375,0.001,19,1370654.52734375
0.29,322120,16769,6976,83.0,322244,-331.3721846600001,7765.491845703125,0.001,19,1386239.04921875
0.29,322220,16780,6977,83.0,322344,-331.12819163,7764.652392578125,0.001,19,1489836.1890625
0.29,322320,16793,6978,83.0,322444,-331.56577042000004,7756.129736328125,0.001,19,1558986.53671875
0.3,322380,16802,6979,82.71,322515,-332.37395202000005,7778.85498046875,0.001,19,1608614.62109375
0.3,322480,16815,6980,82.71,322615,-334.20162162,7823.17080078125,0.001,19,1639080.2375
0.3,322580,16830,6981,82.71,322715,-332.85485231000007,7773.79013671875,0.001,19,1807292.36015625
0.29,322680,16843,6982,82.83,322815,-339.90288699000007,7795.062158203125,0.001,19,1557440.50859375
0.28,322780,16856,6983,83.54,322915,-343.4207408700001,7860.568017578125,0.001,19,1256867.140625
0.28,322880,16870,6984,83.54,323015,-344.61744331999995,7861.05869140625,0.001,19,1500354.80078125
0.28,322980,16884,6985,83.54,323115,-344.8688132,7882.130712890625,0.001,19,1125965.41875
0.28,323080,16898,6986,83.54,323215,-345.59166162,7840.097607421875,0.001,19,1567208.14609375
0.28,323180,16909,6987,83.54,323315,-347.10422257000005,7851.115478515625,0.001,19,1260760.55859375
0.27,323280,16922,6988,84.11,323415,-356.1031160700001,7898.410888671875,0.001,19,1105667.7390625
0.27,323380,16934,6989,84.11,323515,-363.29585434,7866.844873046875,0.001,19,1548923.7140625
0.28,323400,16936,6990,83.29,323533,-360.73741107,7909.2037109375,0.001,19,1148861.1734375
0.29,323420,16939,6991,82.46,323550,-359.73481620999996,7859.991357421875,0.001,19,1324791.75859375
0.28,323520,16951,6992,83.03,323650,-366.54172418,7889.727783203125,0.001,19,1416531.4546875
0.28,323620,16965,6993,83.03,323750,-365.61136703000005,7916.78330078125,0.001,19,1423276.7390625
0.27,323720,16978,6994,83.22,323850,-372.41963795000004,7882.948046875,0.001,19,1324846.02421875
0.27,323760,16984,6995,83.57,323895,-372.41664483,7883.724169921875,0.001,19,1714062.12265625
0.27,323780,16988,6996,83.33,323916,-372.99242313,7925.1703125,0.001,19,1403648.45703125
0.27,323880,17002,6997,83.33,324016,-369.20226794,7918.54267578125,0.001,19,1751560.096875
0.26,323980,17017,6998,84.25,324116,-371.29117821,7847.18408203125,0.001,19,1506278.90859375
0.26,324060,17027,6999,84.73,324188,-372.23701674000006,7935.363037109375,0.001,19,1264351.201953125
0.26,324160,17041,7000,84.73,324288,-368.41744829,7962.643603515625,0.001,19,1631217.73828125
0.26,324260,17055,7001,84.73,324388,-371.67112656999996,7956.488037109375,0.001,19,1011964.12265625
0.26,324360,17069,7002,84.73,324488,-370.69077476,7951.32705078125,0.001,19,1175352.4109375
0.27,324420,17076,7003,84.27,324542,-368.31593785999996,7915.752685546875,0.001,19,1798776.971875
0.26,324520,17089,7004,85.05,324642,-369.04576528999996,7985.860302734375,0.001,18,1329139.5359375
0.25,324620,17103,7005,85.82,324742,-375.4284146199999,7933.765869140625,0.001,18,1167648.2765625
0.25,324720,17118,7006,85.82,324842,-378.8011887099999,7994.512890625,0.001,18,1196685.940625
0.24,324820,17132,7007,86.31,324942,-382.06509823999994,7995.782177734375,0.001,18,1113056.6859375
0.23,324920,17145,7008,87.22,325042,-389.98263689,7958.888134765625,0.001,18,1693053.75859375
0.23,325020,17158,7009,87.22,325142,-390.78561892,7926.396923828125,0.001,18,1339684.67578125
0.22,325120,17171,7010,87.65,325242,-398.9301215600001,7991.318798828125,0.001,18,1013599.08046875
0.21,325220,17185,7011,87.67,325342,-401.09638274,8011.7806640625,0.001,18,1289040.47421875
0.21,325320,17196,7012,87.67,325442,-407.03929236000005,8054.215234375,0.001,18,1172108.915625
0.21,325420,17208,7013,87.67,325542,-404.10798885,8015.538916015625,0.001,18,1293394.59140625
0.21,325520,17221,7014,87.67,325642,-407.4215542700001,8043.69130859375,0.001,18,1369374.0453125
0.22,,17222,7015,86.75,325650,-396.57214796000005,,,18,
0.22,325600,17232,7016,86.87,325725,-398.0032661,7928.826123046875,0.001,18,2098722.15859375
0.22,325700,17246,7017,86.87,325825,-399.1005030900001,8017.3353515625,0.001,18,1637760.6890625
0.22,325800,17259,7018,86.87,325925,-399.74124557000005,8094.389892578125,0.001,18,937241.42578125
0.21,325900,17272,7019,87.07,326025,-402.74254155,8090.785791015625,0.001,18,1276659.396875
0.22,325940,17277,7020,86.43,326061,-398.58000975000004,8026.0779296875,0.001,18,1295835.763671875
0.22,,17280,7021,85.81,326076,-398.21547008,,,18,
0.22,326040,17294,7022,85.81,326176,-394.66734669000004,8089.185693359375,0.001,18,1057856.51328125
0.22,326140,17307,7023,85.81,326276,-389.73468944,8097.558642578125,0.001,18,1304552.90625
0.22,326180,17312,7024,85.86,326307,-390.43503554,8061.42490234375,0.001,18,1219813.19296875
0.23,326240,17320,7025,85.43,326364,-392.19181207,8055.094873046875,0.001,18,1803413.18359375
0.23,326340,17332,7026,85.43,326464,-395.53427001999995,8005.526025390625,0.001,18,1655785.76796875
0.22,326440,17342,7027,86.22,326564,-404.43238689,8053.148388671875,0.001,18,1505633.3859375
0.22,326540,17356,7028,86.22,326664,-400.6430152900001,8075.860400390625,0.001,18,1381938.45390625
0.21,326640,17370,7029,86.83,326764,-404.48804767000007,8010.329833984375,0.001,18,2189234.85234375
0.21,326740,17383,7030,86.83,326864,-408.1724884700001,8033.50107421875,0.001,18,2221572.38515625
0.21,326840,17395,7031,86.83,326964,-408.15175678000014,8113.874365234375,0.001,18,1898038.93515625
0.21,326860,17400,7032,86.9,326996,-409.3264085500001,8091.783349609375,0.001,18,1523445.61796875
0.21,326960,17414,7033,86.9,327096,-416.38545572000015,8073.67470703125,0.001,18,1620403.1234375
0.21,327060,17426,7034,86.9,327196,-414.89624105000007,8051.854296875,0.001,18,1941238.27265625
0.21,327160,17437,7035,86.9,327296,-415.5525367800001,8143.17470703125,0.001,18,1130599.75546875
0.21,327180,17439,7036,86.8,327307,-415.7081043900001,8124.275048828125,0.001,18,1258403.465625
0.21,327280,17453,7037,86.8,327407,-417.24318702000005,8149.99453125,0.001,18,1867601.76171875
0.21,327380,17466,7038,86.8,327507,-419.48582638,8143.57587890625,0.001,18,1231089.028125
0.21,327480,17479,7039,86.8,327607,-420.59194755,8153.1494140625,0.001,18,1368683.440625
0.21,327580,17492,7040,86.8,327707,-422.06859546,8109.434765625,0.001,18,1767179.06015625
0.21,327680,17504,7041,86.8,327807,-426.87798205,8141.978271484375,0.001,18,1507031.25625
0.2,327780,17518,7042,87.76,327907,-429.62681397,8159.008203125,0.001,18,1612956.396875
0.2,327880,17534,7043,87.76,328007,-430.55382179000003,8146.146728515625,0.001,18,1643086.5171875
0.2,327980,17546,7044,87.76,328107,-433.33253128999996,8125.508935546875,0.001,18,1530741.06484375
0.2,328080,17561,7045,87.76,328207,-435.22972216,8153.90693359375,0.001,18,1627798.17109375
0.21,328140,17569,7046,87.31,328262,-432.8370153099999,8197.821533203125,0.001,18,1404583.82734375
0.21,328240,17584,7047,87.31,328362,-431.06191119000005,8196.67705078125,0.001,18,946995.14921875
0.21,328340,17597,7048,87.31,328462,-437.36436153999995,8178.25224609375,0.001,18,1390552.28359375
0.21,328440,17610,7049,87.31,328562,-439.91343429999995,8239.3853515625,0.001,18,1568377.05625
0.21,328540,17624,7050,87.31,328662,-441.45687006,8263.743115234374,0.001,18,1056035.63515625
