rollout/success rate,time/episodes,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total timesteps,train/critic_loss,train/actor_loss,train/n_updates,train/learning_rate
0.54,13490,18043,-207.57166837999998,61.62,61,1101287,7553.752297973633,645.7865844726563,1101180,0.001
0.53,13491,18063,-212.77058982999998,62.3,60,1101387,6401.10407409668,651.3353454589844,1101280,0.001
0.53,13492,18087,-215.72572044999998,62.3,60,1101487,8784.195651245118,645.9200561523437,1101380,0.001
0.53,13493,18090,-215.41740309999997,62.39,60,1101506,9259.41602783203,650.3053588867188,1101400,0.001
0.53,13494,18110,-217.21022934999996,62.39,60,1101606,11695.483926391602,640.3111877441406,1101500,0.001
0.53,13495,18121,-218.22688818000003,62.61,60,1101657,13073.490393066406,634.6502685546875,1101540,0.001
0.52,13496,18137,-224.35617806,63.21,60,1101757,8328.386758422852,649.3892150878906,1101640,0.001
0.51,13497,18162,-224.75528942,63.86,60,1101857,8086.222137451172,648.9785522460937,1101740,0.001
0.51,13498,18164,-224.50024532,63.89,60,1101867,6669.35754699707,641.6664367675781,1101760,0.001
0.51,13499,18168,-225.19801604000003,63.89,60,1101878,,,,
0.51,13500,18170,-223.17599983,63.46,60,1101887,8833.710513305665,647.0011535644531,1101780,0.001
0.51,13501,18188,-221.59817667,63.46,60,1101987,11250.3443939209,637.6421691894532,1101880,0.001
0.51,13502,18190,-220.58641435,62.99,60,1101994,,,,
0.51,13503,18198,-218.81526117999994,62.8,60,1102036,9968.547177124023,642.5898376464844,1101920,0.001
0.51,13504,18200,-218.53082291999996,62.54,60,1102044,13762.79241027832,639.9836730957031,1101940,0.001
0.51,13505,18202,-217.7837759,62.25,60,1102052,,,,
0.51,13506,18214,-218.66354873999998,62.69,60,1102110,8476.369798278809,643.9614685058593,1102000,0.001
0.5,13507,18232,-221.78122668999995,63.57,60,1102210,5026.437396240234,657.0943603515625,1102100,0.001
0.51,13508,18240,-224.04318436999998,62.95,60,1102248,9998.834664916993,649.1627563476562,1102140,0.001
0.51,13509,18261,-224.21543064999997,62.95,60,1102348,10080.677508544923,643.3141052246094,1102240,0.001
0.51,13510,18277,-227.63013979999997,62.95,60,1102448,8342.524536132812,639.4415588378906,1102340,0.001
0.51,13511,18291,-228.64626407999995,63.61,60,1102525,9261.500256347656,652.3216064453125,1102420,0.001
0.52,13512,18294,-226.82549691999998,62.74,60,1102538,,,,
0.51,13513,18315,-228.53269634999998,63.15,60,1102638,10477.658673095702,646.2642639160156,1102520,0.001
0.51,13514,18333,-226.92229808,63.15,60,1102738,8212.070455932617,646.6825744628907,1102620,0.001
0.51,13515,18336,-227.05002307000004,63.1,60,1102749,8078.260200500488,653.678857421875,1102640,0.001
0.51,13516,18358,-222.67785164,63.1,60,1102849,7614.229992675781,640.9552062988281,1102740,0.001
0.51,13517,18360,-222.58722957000006,62.97,60,1102860,,,,
0.52,13518,18366,-215.96473506,62.3,60,1102893,9698.870837402344,646.7584594726562,1102780,0.001
0.52,13519,18368,-215.90084569,62.27,60,1102899,,,,
0.52,13520,18371,-215.6079678,62.21,60,1102911,10986.39535522461,643.6245788574219,1102800,0.001
0.52,13521,18385,-214.50118650000005,62.91,59,1102985,9739.995835876465,644.5883483886719,1102880,0.001
0.52,13522,18404,-210.19471131000003,62.91,59,1103085,9933.75301208496,654.4216064453125,1102980,0.001
0.52,13523,18421,-211.60444169000002,63.76,59,1103176,10226.160635375976,649.4702819824219,1103060,0.001
0.53,13524,18424,-205.37501497000005,62.89,59,1103189,9195.384664916992,651.4539123535156,1103080,0.001
0.54,13525,18439,-198.12721590000004,62.59,59,1103259,8229.761213684082,653.204345703125,1103140,0.001
0.54,13526,18456,-200.68157655000002,62.59,59,1103359,10016.189358520507,650.3891845703125,1103240,0.001
0.55,13527,18462,-199.96311834,61.92,59,1103392,9180.285047912597,648.6295166015625,1103280,0.001
0.55,13528,18476,-199.70241179,61.92,59,1103492,10675.738403320312,648.8869323730469,1103380,0.001
0.55,13529,18497,-199.11097991999998,61.92,59,1103592,12567.004083251953,652.5521789550781,1103480,0.001
0.56,13530,18503,-196.61284264999998,61.24,59,1103624,7925.450134277344,649.5330444335938,1103520,0.001
0.55,13531,18521,-203.53067878,62.14,59,1103724,7624.337161254883,646.2191833496094,1103620,0.001
0.55,13532,18536,-205.92167225,62.14,59,1103824,9257.886819458008,652.2846069335938,1103720,0.001
0.56,13533,18537,-203.39286134000002,61.18,59,1103828,,,,
0.56,13534,18552,-205.80621755000004,61.18,59,1103928,7891.136917114258,655.6510620117188,1103820,0.001
0.56,13535,18569,-200.66680580000005,61.18,59,1104028,5639.418078613281,653.3260314941406,1103920,0.001
0.57,13536,18570,-197.38138738000006,60.24,59,1104034,,,,
0.58,13537,18573,-187.73099542000003,59.36,59,1104046,6648.6151473999025,659.6557434082031,1103940,0.001
0.57,13538,18587,-190.31753040000004,60.23,59,1104146,8868.159602355958,654.3484680175782,1104040,0.001
0.57,13539,18592,-190.15895122,60.12,59,1104172,6786.659777832031,653.9547668457031,1104060,0.001
0.58,13540,18600,-188.73823348000002,59.44,59,1104204,10566.214694213868,645.2846130371094,1104100,0.001
0.58,13541,18602,-187.95125388,59.08,59,1104212,,,,
0.58,13542,18605,-185.38681195,59.05,59,1104230,8547.802647399902,648.3886535644531,1104120,0.001
0.58,13543,18618,-189.0972267,59.05,59,1104330,7753.323910522461,656.1012756347657,1104220,0.001
0.58,13544,18622,-186.64620413999998,58.25,59,1104349,6618.38782043457,652.0378540039062,1104240,0.001
0.58,13545,18626,-187.07602108000003,58.19,59,1104371,11642.696258544922,651.0533630371094,1104260,0.001
0.58,13546,18629,-187.24409559,58.21,59,1104381,5410.660751342773,651.8758666992187,1104280,0.001
0.57,13547,18646,-187.77406233,58.98,59,1104481,13221.888320922852,649.8160583496094,1104380,0.001
0.56,13548,18660,-192.65322248,59.88,59,1104581,11373.423886108398,645.9372619628906,1104480,0.001
0.55,13549,18675,-195.75978154999996,60.45,59,1104681,10374.078666687012,648.9464294433594,1104580,0.001
0.55,13550,18684,-197.11571260999997,60.82,59,1104729,9397.921951293945,654.1198181152344,1104620,0.001
0.56,13551,18693,-195.04686980999998,60.22,59,1104769,10168.589093017577,652.8856750488281,1104660,0.001
0.57,13552,18699,-190.56220187000002,59.54,59,1104801,8777.700158691407,651.6842407226562,1104700,0.001
0.58,13553,18704,-186.36506791,58.82,59,1104829,9062.248910522461,658.9246032714843,1104720,0.001
0.57,13554,18725,-184.90292018,59.71,59,1104929,11641.782583618164,652.6022094726562,1104820,0.001
0.57,13555,18731,-183.76749234000002,59.05,58,1104957,12007.234973144532,648.7201965332031,1104840,0.001
0.57,13556,18734,-183.15581398999998,58.86,58,1104971,14676.218319702148,654.227587890625,1104860,0.001
0.57,13557,18747,-185.03227085000003,59.64,58,1105067,11033.547772216796,648.4455993652343,1104960,0.001
0.58,13558,18762,-181.55495847000003,59.38,58,1105141,7842.537048339844,656.5367431640625,1105040,0.001
0.58,13559,18765,-182.44186693,59.37,58,1105153,,,,
0.59,13560,18784,-179.88840727000002,59.34,58,1105250,12622.671459960937,650.7816772460938,1105140,0.001
0.6,13561,18786,-177.38870034000004,58.44,58,1105260,,,,
0.61,13562,18788,-169.07269165000005,57.48,58,1105264,10799.834945678711,657.29599609375,1105160,0.001
0.61,13563,18790,-169.20259138,57.36,58,1105271,,,,
0.62,13564,18795,-164.38224374,56.65,58,1105300,7867.075427246094,655.2307434082031,1105180,0.001
0.62,13565,18815,-164.08246451000002,56.65,58,1105400,8088.064842224121,649.7222778320313,1105280,0.001
0.61,13566,18834,-168.75169608000004,57.51,58,1105500,13557.902752685546,653.2023681640625,1105380,0.001
0.62,13567,18835,-164.97105530999997,56.56,58,1105505,6634.715405273438,664.1170104980469,1105400,0.001
0.62,13568,18837,-164.83133250999998,56.43,58,1105511,,,,
0.62,13569,18843,-165.60848628,56.6,58,1105544,8003.527976989746,656.5518737792969,1105440,0.001
0.62,13570,18845,-165.34188449999994,56.43,58,1105550,,,,
0.63,13571,18849,-161.11298775,55.62,58,1105569,12146.372351074218,658.0542724609375,1105460,0.001
0.63,13572,18865,-165.21550422,55.62,58,1105669,9636.026914978027,650.3741271972656,1105560,0.001
0.64,13573,18880,-163.52595104000002,55.55,58,1105762,11181.786962890625,652.7122985839844,1105660,0.001
0.64,13574,18893,-164.40432567,55.55,58,1105862,7480.788720703125,653.5278991699219,1105760,0.001
0.63,13575,18909,-170.93458679999995,56.47,58,1105962,10892.250137329102,650.7941772460938,1105860,0.001
0.62,13576,18928,-174.16503542999996,57.1,58,1106062,8385.451226806641,655.2305358886719,1105960,0.001
0.61,13577,18946,-176.08556517,57.6,58,1106162,10387.537768554688,655.1452819824219,1106060,0.001
0.61,13578,18950,-177.43895114999998,57.52,58,1106185,10130.380459594726,655.5509582519531,1106080,0.001
0.61,13579,18973,-179.58623904,57.7,58,1106280,6197.277095031738,656.5938171386719,1106160,0.001
0.62,13580,18975,-173.35728410999997,56.8,58,1106290,7692.514556884766,659.7074890136719,1106180,0.001
0.61,13581,18999,-177.69687367000003,57.43,58,1106390,8168.579658508301,658.1265380859375,1106280,0.001
0.61,13582,19003,-177.08292239,57.48,58,1106413,7393.068524169922,650.7956420898438,1106300,0.001
0.62,13583,19007,-175.67489699,56.64,58,1106429,7995.80863647461,654.0862731933594,1106320,0.001
0.62,13584,19024,-175.96783363000003,57.48,58,1106526,11785.610430908204,653.8773803710938,1106420,0.001
0.62,13585,19040,-174.40979194,57.48,58,1106626,10484.070556640625,650.53212890625,1106520,0.001
0.61,13586,19057,-172.22890315,57.69,58,1106726,12051.83094329834,659.8501098632812,1106620,0.001
0.61,13587,19065,-170.76113261000003,57.89,58,1106776,9084.552487182616,660.9970581054688,1106660,0.001
0.61,13588,19087,-171.35912956,57.89,57,1106876,10947.670343017578,658.2758972167969,1106760,0.001
0.62,13589,19095,-168.34023091999998,57.4,57,1106927,11850.204336547851,654.00673828125,1106820,0.001
0.62,13590,19112,-163.90600023,57.4,57,1107027,9432.2388671875,658.7206604003907,1106920,0.001
0.62,13591,19130,-160.29426904,57.4,57,1107127,12346.130221557618,650.6728820800781,1107020,0.001
0.63,13592,19132,-155.43228489,56.56,57,1107143,9302.507203674317,658.3554565429688,1107040,0.001
0.63,13593,19134,-155.81493873,56.43,57,1107149,,,,
0.64,13594,19140,-150.89383211999998,55.71,57,1107177,14264.430981445312,647.3241149902344,1107060,0.001
0.64,13595,19142,-149.74906258,55.3,57,1107187,13485.372528076172,652.0171875,1107080,0.001
0.65,13596,19149,-142.1778472,54.66,57,1107223,12349.241177368163,656.6195068359375,1107120,0.001
0.65,13597,19167,-141.23002807999998,54.66,57,1107323,12736.45076599121,656.7217102050781,1107220,0.001
0.65,13598,19169,-141.51732373000002,54.64,57,1107331,,,,
0.65,13599,19178,-140.62430021,55.04,57,1107382,7049.712301635742,663.1231567382813,1107280,0.001
0.65,13600,19191,-142.93971739,55.65,57,1107452,12800.383905029297,654.3686645507812,1107340,0.001
0.65,13601,19208,-139.36237362999998,55.65,57,1107552,12555.848544311524,655.3666137695312,1107440,0.001
0.64,13602,19226,-139.71997757,56.58,57,1107652,11523.299601745606,655.5998352050781,1107540,0.001
0.64,13603,19228,-140.3289838,56.2,57,1107656,,,,
0.63,13604,19242,-143.48544815000002,57.12,57,1107756,6682.543826293945,656.6174560546875,1107640,0.001
0.63,13605,19244,-143.61532243000002,57.1,57,1107762,9176.492208862304,654.1286987304687,1107660,0.001
0.62,13606,19275,-148.93929654000002,57.52,57,1107862,8086.609368896485,657.9798400878906,1107760,0.001
0.62,13607,19292,-146.87355871000003,57.52,57,1107962,11467.57301940918,655.3253295898437,1107860,0.001
0.62,13608,19294,-142.29025267,57.22,57,1107970,,,,
0.62,13609,19312,-144.18363461,57.22,57,1108070,11138.26376953125,651.8055969238281,1107960,0.001
0.62,13610,19327,-145.72668018000002,57.22,57,1108170,12307.683486938477,660.2728637695312,1108060,0.001
0.61,13611,19343,-154.30997064,57.45,57,1108270,7175.804745483399,661.7713500976563,1108160,0.001
0.61,13612,19345,-153.6295645,57.41,57,1108279,,,,
0.62,13613,19349,-151.21918823,56.61,57,1108299,9027.664184570312,661.723095703125,1108180,0.001
0.63,13614,19352,-149.84130839,55.71,57,1108309,10583.570765686036,655.9926025390625,1108200,0.001
0.62,13615,19371,-154.63411976,56.6,57,1108409,8469.889598083497,659.115478515625,1108300,0.001
0.63,13616,19372,-151.44495686,55.64,57,1108413,,,,
0.63,13617,19382,-152.00133841,56.18,57,1108478,11209.717486572266,654.8745910644532,1108360,0.001
0.62,13618,19399,-158.62288614000002,56.85,57,1108578,8653.529510498047,655.8806701660156,1108460,0.001
0.61,13619,19415,-161.2192986,57.79,57,1108678,8044.389953613281,666.8660339355469,1108560,0.001
0.6,13620,19431,-165.80199288,58.67,57,1108778,11993.112008666993,659.6651977539062,1108660,0.001
0.6,13621,19440,-167.83904210999998,58.31,57,1108816,11569.980841064453,659.5602722167969,1108700,0.001
0.6,13622,19452,-167.64869728999997,58.31,57,1108916,14408.215350341798,652.8428100585937,1108800,0.001
0.6,13623,19463,-165.35661258999997,58.05,56,1108981,8705.02928314209,660.8779968261719,1108880,0.001
0.59,13624,19480,-168.38914522999997,58.92,56,1109081,10934.036694335937,653.0509582519531,1108980,0.001
0.58,13625,19499,-169.67365721,59.22,56,1109181,10278.153991699219,656.6129577636718,1109080,0.001
0.58,13626,19516,-168.56831710999998,59.22,56,1109281,11051.078518676757,653.89833984375,1109180,0.001
0.58,13627,19532,-169.89674040999998,59.72,56,1109364,9716.303729248048,659.2964660644532,1109260,0.001
0.59,13628,19533,-166.80717106999998,58.78,56,1109370,,,,
0.6,13629,19535,-161.10196317,57.82,56,1109374,,,,
0.6,13630,19540,-160.86935401,57.69,56,1109393,8812.272734069824,669.5806640625,1109280,0.001
0.6,13631,19556,-158.33986069,57.69,56,1109493,13171.267057800293,657.2736267089844,1109380,0.001
0.61,13632,19562,-149.48251686,56.98,56,1109522,10932.776208496094,649.7803100585937,1109420,0.001
0.6,13633,19582,-151.29242674,57.94,56,1109622,8063.242526245117,661.484130859375,1109520,0.001
0.6,13634,19603,-150.95141734,57.94,56,1109722,8192.555241394042,658.9168090820312,1109620,0.001
0.61,13635,19608,-150.9529032,57.22,56,1109750,12765.074127197266,656.4070861816406,1109640,0.001
0.6,13636,19630,-156.60404365,58.16,56,1109850,11093.376330566407,655.3858276367188,1109740,0.001
0.59,13637,19648,-162.01017223,59.04,56,1109950,8687.822216796874,658.1081298828125,1109840,0.001
0.6,13638,19661,-159.46245191,58.94,56,1110040,13604.780114746094,658.0672302246094,1109920,0.001
0.6,13639,19669,-160.65419392,59.15,56,1110087,11945.988049316406,659.8052124023437,1109980,0.001
0.6,13640,19678,-162.16764872,59.28,56,1110132,15227.102984619141,654.6027465820313,1110020,0.001
0.59,13641,19699,-166.09415129,60.2,56,1110232,9464.480047607422,662.2593383789062,1110120,0.001
0.58,13642,19718,-169.34865678999998,61.02,56,1110332,8485.723635864259,656.4107604980469,1110220,0.001
0.58,13643,19734,-171.15541128,61.02,56,1110432,11022.53285522461,661.5212890625,1110320,0.001
0.57,13644,19750,-174.50244949,61.83,56,1110532,9717.007853698731,658.9836364746094,1110420,0.001
0.57,13645,19756,-175.74670563,61.93,56,1110564,10828.562324523926,665.4766052246093,1110460,0.001
0.56,13646,19774,-181.05716567999997,62.83,56,1110664,9332.5740234375,654.2911254882813,1110560,0.001
0.57,13647,19779,-180.46357933999997,62.06,56,1110687,8431.99571685791,657.6158935546875,1110580,0.001
0.58,13648,19797,-175.68112409999998,61.87,56,1110768,8358.854940795898,662.7365905761719,1110660,0.001
0.58,13649,19815,-173.62547095999997,61.87,56,1110868,7409.867654418946,660.077685546875,1110760,0.001
0.58,13650,19817,-172.37617283,61.45,56,1110874,,,,
0.58,13651,19819,-171.6577839,61.13,56,1110882,8799.085745239257,656.1255676269532,1110780,0.001
0.58,13652,19831,-172.19464184000003,61.44,56,1110945,10692.639743041993,660.0671020507813,1110840,0.001
0.57,13653,19855,-182.99920336,62.16,55,1111045,13320.889950561523,651.992041015625,1110940,0.001
0.57,13654,19872,-187.96556551000006,62.16,55,1111145,8151.914982604981,660.4270935058594,1111040,0.001
0.57,13655,19875,-187.81083191000005,62.01,55,1111158,,,,
0.56,13656,19891,-190.22660923000004,62.87,55,1111258,9851.390075683594,664.0882080078125,1111140,0.001
0.56,13657,19901,-188.74755334000005,62.44,55,1111311,7187.581954956055,664.4556457519532,1111200,0.001
0.55,13658,19920,-196.67675734,62.7,55,1111411,10992.855575561523,660.9207702636719,1111300,0.001
0.55,13659,19925,-195.97792377000002,62.74,55,1111427,8723.236334228515,656.5263854980469,1111320,0.001
0.54,13660,19941,-197.60491468,62.77,55,1111527,7605.431272888183,658.8955627441406,1111420,0.001
0.53,13661,19966,-204.1905463,63.67,55,1111627,8930.108120727538,663.2360412597657,1111520,0.001
0.52,13662,19989,-209.83389051000003,64.63,55,1111727,9383.306109619141,662.4876159667969,1111620,0.001
0.51,13663,20010,-209.89532059999993,65.56,55,1111827,9533.994982910157,662.2823913574218,1111720,0.001
0.51,13664,20023,-209.41155794999997,65.93,55,1111893,13958.472937011718,654.0097045898438,1111780,0.001
0.51,13665,20039,-208.51606389,65.93,55,1111993,10935.251596069336,662.6424133300782,1111880,0.001
0.51,13666,20059,-209.11938728,65.93,55,1112093,8993.651330566407,658.7110656738281,1111980,0.001
0.51,13667,20067,-209.27851853000004,66.23,55,1112128,11438.030722045898,658.2964294433593,1112020,0.001
0.51,13668,20088,-211.37636117000005,66.98,55,1112209,12536.889587402344,662.8822204589844,1112100,0.001
0.51,13669,20090,-210.63016621000003,66.74,55,1112218,,,,
0.51,13670,20093,-210.88446124,66.8,55,1112230,14760.75930480957,654.6027038574218,1112120,0.001
0.51,13671,20095,-210.45132997000002,66.72,55,1112241,12199.519995117187,663.684619140625,1112140,0.001
0.52,13672,20097,-203.98630568000002,65.79,55,1112248,,,,
0.52,13673,20099,-202.65603474,64.93,55,1112255,,,,
0.53,13674,20107,-199.99359866000003,64.33,55,1112295,10586.619180297852,660.5149047851562,1112180,0.001
0.54,13675,20108,-193.63294618000003,63.36,55,1112298,,,,
0.54,13676,20128,-209.33511394000004,63.36,55,1112398,9845.130715942383,664.0234375,1112280,0.001
0.55,13677,20131,-206.30939929000004,62.52,55,1112414,9833.212420654298,659.1686096191406,1112300,0.001
0.54,13678,20151,-209.74525590000002,63.29,55,1112514,7551.660665893554,669.1611633300781,1112400,0.001
0.53,13679,20168,-216.46030826000003,63.34,55,1112614,11699.533074951172,659.8579650878906,1112500,0.001
0.53,13680,20172,-217.52895599,63.41,55,1112631,11403.188330078125,662.4716979980469,1112520,0.001
0.53,13681,20186,-216.50421662999997,63.41,55,1112731,11278.421435546876,659.4423828125,1112620,0.001
0.53,13682,20191,-217.46717075999996,63.51,55,1112764,8623.4758102417,664.6017761230469,1112660,0.001
0.53,13683,20194,-217.23089533,63.43,55,1112772,,,,
0.53,13684,20199,-217.62586574000005,62.73,55,1112799,12056.89719543457,656.6654418945312,1112680,0.001
0.54,13685,20205,-213.9485234,62.02,55,1112828,8757.803546142579,661.6022277832031,1112720,0.001
0.54,13686,20223,-215.82727792999998,62.02,55,1112928,11835.722337341309,664.9190490722656,1112820,0.001
0.54,13687,20230,-218.0731657,61.78,55,1112954,12683.176983642577,665.1902954101563,1112840,0.001
0.55,13688,20237,-214.76555927999993,61.18,54,1112994,10421.880340576172,660.9550903320312,1112880,0.001
0.55,13689,20242,-214.72671828,60.89,54,1113016,9393.158920288086,660.6330261230469,1112900,0.001
0.56,13690,20243,-212.46120703999998,59.91,54,1113018,,,,
0.56,13691,20261,-233.70229039000003,59.91,54,1113118,10260.44873046875,662.0630920410156,1113000,0.001
0.56,13692,20263,-234.19305352000003,59.84,54,1113127,10756.679849243164,661.3943603515625,1113020,0.001
0.55,13693,20281,-236.50573706000006,60.78,54,1113227,7236.70153503418,672.4406555175781,1113120,0.001
0.54,13694,20303,-241.37668519000002,61.5,54,1113327,9559.174597167968,660.9838562011719,1113220,0.001
0.54,13695,20307,-241.46426926000004,61.56,54,1113343,12932.295681762695,654.6495910644531,1113240,0.001
0.53,13696,20330,-243.09234342000002,62.2,54,1113443,11843.428398132324,667.0102172851563,1113340,0.001
0.54,13697,20341,-240.48276259000002,61.61,54,1113484,7797.209498596191,669.6453247070312,1113380,0.001
0.54,13698,20345,-240.43450229000007,61.7,54,1113501,8617.512921142577,662.7765258789062,1113400,0.001
0.54,13699,20346,-240.83405366000002,61.23,54,1113505,,,,
0.53,13700,20365,-242.00871311999998,61.53,54,1113605,10488.78963623047,664.1915405273437,1113500,0.001
0.54,13701,20373,-242.00312842,60.91,54,1113643,7910.175662231445,663.7367004394531,1113540,0.001
0.55,13702,20374,-241.9855942,59.98,54,1113650,,,,
0.55,13703,20379,-242.28860874000006,60.07,54,1113663,8082.066828918457,662.9523803710938,1113560,0.001
0.56,13704,20381,-239.11243761000003,59.12,54,1113668,,,,
0.55,13705,20396,-241.87999816000004,60.06,54,1113768,7703.840830993652,668.1656860351562,1113660,0.001
0.56,13706,20398,-235.76042814000004,59.11,54,1113773,,,,
0.57,13707,20400,-234.65684274,58.15,54,1113777,,,,
0.56,13708,20420,-234.93163095000003,59.07,54,1113877,12267.00001220703,668.8396850585938,1113760,0.001
0.56,13709,20433,-235.39826889,59.07,54,1113977,9775.117623901368,668.6875183105469,1113860,0.001
0.57,13710,20434,-228.7856338,58.11,54,1113981,11486.982321166992,664.4210205078125,1113880,0.001
0.57,13711,20454,-225.04213088999998,58.11,54,1114081,9112.217556762695,667.8525512695312,1113980,0.001
0.56,13712,20468,-226.61683326,59.02,54,1114181,11838.873181152343,659.0687805175781,1114080,0.001
0.55,13713,20484,-228.90547162000001,59.82,54,1114281,8349.794055175782,666.3547302246094,1114180,0.001
0.55,13714,20492,-229.57676994000002,60.08,54,1114317,9032.133178710938,667.1592224121093,1114200,0.001
0.55,13715,20513,-228.50148080000002,60.08,54,1114417,10090.249005126952,663.5497375488281,1114300,0.001
0.54,13716,20534,-230.72588560000003,61.04,54,1114517,10757.429858398438,668.9381225585937,1114400,0.001
0.53,13717,20554,-231.00305482000005,61.39,54,1114617,9930.298645019531,663.8153503417968,1114500,0.001
0.54,13718,20563,-224.65537292000002,60.91,54,1114669,9406.029606628417,658.0965148925782,1114560,0.001
0.54,13719,20576,-225.95178520000002,60.91,54,1114769,11113.368853759766,672.4636474609375,1114660,0.001
0.55,13720,20583,-221.69753640000002,60.19,54,1114797,12028.951174926759,655.2001647949219,1114680,0.001
0.55,13721,20586,-220.90412181000002,59.9,54,1114806,12828.34928894043,666.5985290527344,1114700,0.001
0.55,13722,20601,-219.63563881000002,59.9,54,1114906,10185.051193237305,665.4638244628907,1114800,0.001
0.55,13723,20610,-222.21512489,59.71,54,1114952,7856.147608947754,666.2681579589844,1114840,0.001
0.56,13724,20622,-218.63426685,59.21,54,1115002,11224.139810180664,663.7999816894531,1114900,0.001
0.56,13725,20643,-217.86327825,59.21,54,1115102,10131.679623413085,665.3286071777344,1115000,0.001
0.57,13726,20650,-214.66187769999996,58.51,54,1115132,9326.14819946289,673.9499084472657,1115020,0.001
0.56,13727,20670,-216.39394496,58.68,53,1115232,10798.228396606446,666.1489929199219,1115120,0.001
0.56,13728,20689,-219.43299620999997,59.36,53,1115306,9191.66863708496,659.7846252441407,1115200,0.001
0.56,13729,20704,-222.44331989,60.28,53,1115402,10125.749537658692,667.3276550292969,1115300,0.001
0.56,13730,20707,-223.60428699999997,60.26,53,1115419,,,,
0.57,13731,20724,-220.0385002,60.15,53,1115508,10999.897082519532,659.1427490234375,1115400,0.001
0.57,13732,20740,-220.66993875999998,60.56,53,1115578,10405.646121215821,665.1710021972656,1115460,0.001
0.58,13733,20742,-218.91267750999995,59.63,53,1115585,11476.99561767578,663.594189453125,1115480,0.001
0.59,13734,20745,-215.75454877999996,58.77,53,1115599,,,,
0.58,13735,20768,-217.94152387999998,59.49,53,1115699,7402.938940429687,672.1298461914063,1115580,0.001
0.59,13736,20781,-215.85877605999997,59.24,53,1115774,7076.196432495117,672.286962890625,1115660,0.001
0.6,13737,20783,-210.70973391000004,58.33,53,1115783,11950.19237060547,668.8130676269532,1115680,0.001
0.59,13738,20802,-210.82379953,58.43,53,1115883,10870.865200805663,672.0242797851563,1115780,0.001
0.59,13739,20806,-210.33864484000006,58.14,53,1115901,12775.108282470703,666.1169006347657,1115800,0.001
0.59,13740,20814,-209.88412359000003,58.11,53,1115943,10533.156213378907,661.1793762207031,1115840,0.001
0.59,13741,20828,-208.60810597000008,58.11,53,1116043,11982.824761962891,669.5130249023438,1115940,0.001
0.6,13742,20830,-205.41378678,57.26,53,1116058,,,,
0.6,13743,20847,-198.09997874000004,57.26,53,1116158,8845.656610107422,664.2251281738281,1116040,0.001
0.61,13744,20850,-194.53826914,56.36,53,1116168,15254.682585144043,670.931884765625,1116060,0.001
0.6,13745,20869,-202.06500326000003,57.04,53,1116268,11827.144384765625,664.76435546875,1116160,0.001
0.61,13746,20876,-197.18942895000004,56.43,53,1116307,11330.022506713867,667.3321350097656,1116200,0.001
0.6,13747,20902,-202.90954917000008,57.2,53,1116407,9741.859939575195,666.1233337402343,1116300,0.001
0.6,13748,20905,-203.63851762000004,56.51,53,1116419,,,,
0.61,13749,20907,-202.63192932000004,55.56,53,1116424,10540.515274047852,661.8324340820312,1116320,0.001
0.61,13750,20909,-202.78590050000003,55.63,53,1116437,,,,
0.61,13751,20914,-203.03337948,55.74,53,1116456,8024.0469024658205,668.5652954101563,1116340,0.001
0.6,13752,20931,-204.54806052000004,56.11,53,1116556,13057.864672851563,659.0235168457032,1116440,0.001
0.6,13753,20952,-207.74318180999998,56.11,53,1116656,10685.553237915039,662.8976135253906,1116540,0.001
0.61,13754,20954,-204.18002621,55.2,53,1116665,8777.133711242675,663.9310668945312,1116560,0.001
0.6,13755,20969,-208.05477082999997,56.07,53,1116765,7871.959112548828,672.9992431640625,1116660,0.001
0.61,13756,20972,-205.78054827,55.23,53,1116781,9065.212078857421,664.8001342773438,1116680,0.001
0.61,13757,20976,-205.10342571999993,54.91,53,1116802,8192.676440429688,667.7154846191406,1116700,0.001
0.61,13758,20997,-197.35014547,54.91,53,1116902,8227.336944580078,669.5054321289062,1116800,0.001
0.61,13759,20999,-197.20812555999998,54.8,53,1116907,,,,
0.62,13760,21008,-194.90466046,54.29,53,1116956,13123.455200195312,660.9366882324218,1116840,0.001
0.62,13761,21030,-190.58153701999998,54.29,53,1117056,10529.057327270508,669.6911254882813,1116940,0.001
0.63,13762,21033,-185.06327643999998,53.44,53,1117071,10054.165133666993,670.3627014160156,1116960,0.001
0.64,13763,21036,-184.47550015999997,52.6,53,1117087,13142.239184570313,663.2035217285156,1116980,0.001
0.64,13764,21043,-184.90695540999997,52.26,53,1117119,13215.470233154298,663.2616943359375,1117000,0.001
0.64,13765,21059,-180.96353147999997,52.26,53,1117219,14084.77986755371,667.4726928710937,1117100,0.001
0.65,13766,21066,-175.22023555999996,51.72,53,1117265,8979.71441192627,666.7150451660157,1117160,0.001
0.64,13767,21085,-176.1875921,52.37,52,1117365,11036.846502685547,662.7135131835937,1117260,0.001
0.64,13768,21089,-174.69669406999998,51.74,52,1117383,10187.234561157227,663.4980346679688,1117280,0.001
0.63,13769,21103,-176.05756182999997,52.65,52,1117483,10365.676904296875,663.2623779296875,1117380,0.001
0.63,13770,21121,-177.69957619000002,53.38,52,1117568,8610.99789276123,671.862841796875,1117460,0.001
0.62,13771,21145,-180.80187501,54.27,52,1117668,8564.818231201172,668.2857177734375,1117560,0.001
