rollout/success rate,time/episodes,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total timesteps,train/critic_loss,train/actor_loss,train/n_updates,train/learning_rate
0.61,13772,21163,-179.77697969000002,55.2,52,1117768,10247.007373046876,667.9224426269532,1117660,0.001
0.61,13773,21166,-179.65103648000002,55.23,52,1117778,,,,
0.6,13774,21190,-184.48079094999997,55.83,52,1117878,12925.16120147705,659.9097229003906,1117760,0.001
0.6,13775,21194,-184.91943217999997,56.03,52,1117901,11398.96223449707,668.9123474121094,1117800,0.001
0.61,13776,21212,-166.39866229,55.97,52,1117995,13944.981076049804,660.00791015625,1117880,0.001
0.6,13777,21228,-172.41727380999998,56.81,52,1118095,8817.099029541016,667.5873474121094,1117980,0.001
0.6,13778,21245,-168.90447195000002,56.81,52,1118195,11826.470138549805,667.0074401855469,1118080,0.001
0.61,13779,21250,-160.26780515000002,56.04,52,1118218,10278.220031738281,668.1830139160156,1118100,0.001
0.61,13780,21252,-159.43540621,55.91,52,1118222,11649.589331054687,666.9052978515625,1118120,0.001
0.62,13781,21256,-156.67019141999998,55.15,52,1118246,11567.615910339355,666.3039184570313,1118140,0.001
0.61,13782,21272,-160.95256956,55.82,52,1118346,12259.002838134766,668.797998046875,1118240,0.001
0.61,13783,21273,-160.74147021000002,55.78,52,1118350,,,,
0.61,13784,21275,-160.00704905,55.54,52,1118353,,,,
0.6,13785,21298,-162.59543553,56.25,52,1118453,7594.150170898438,674.0240173339844,1118340,0.001
0.6,13786,21319,-161.93469857,56.25,52,1118553,8361.42465209961,668.3988220214844,1118440,0.001
0.6,13787,21335,-161.85518557,56.74,52,1118628,12136.517337036134,667.8727416992188,1118520,0.001
0.6,13788,21345,-163.71249111999998,56.91,52,1118685,9066.263836669921,668.1424072265625,1118580,0.001
0.6,13789,21351,-163.72934768000002,56.96,52,1118712,9236.81682434082,670.9132019042969,1118600,0.001
0.59,13790,21371,-167.15852289999998,57.94,52,1118812,7204.898245239257,667.3265502929687,1118700,0.001
0.6,13791,21373,-146.20513293000002,57.05,52,1118823,10445.895385742188,670.0129516601562,1118720,0.001
0.6,13792,21375,-146.04216712,56.99,52,1118826,,,,
0.61,13793,21378,-143.67409623,56.1,52,1118837,,,,
0.62,13794,21385,-138.12644686,55.43,52,1118870,10940.104913330078,669.4373840332031,1118760,0.001
0.61,13795,21401,-140.60206564,56.27,52,1118970,11243.359902954102,666.195654296875,1118860,0.001
0.61,13796,21423,-143.93828269000002,56.27,52,1119070,12143.408834838867,664.4132568359375,1118960,0.001
0.61,13797,21426,-143.87125756,56.0,52,1119084,11417.232696533203,663.8098937988282,1118980,0.001
0.6,13798,21444,-147.78306337,56.83,52,1119184,12610.856912231446,667.078466796875,1119080,0.001
0.6,13799,21455,-148.07228991000002,57.34,52,1119239,11171.321420288086,664.0165649414063,1119120,0.001
0.6,13800,21473,-149.58348058,57.34,52,1119339,9926.034344482421,661.1017395019531,1119220,0.001
0.6,13801,21476,-150.12527834,57.13,52,1119356,9146.316015625,669.7671691894532,1119240,0.001
0.6,13802,21480,-150.24834542000002,57.21,52,1119371,11916.89112548828,664.9328857421875,1119260,0.001
0.59,13803,21494,-152.52989345000003,58.08,52,1119471,7823.488180541992,673.8694519042969,1119360,0.001
0.59,13804,21496,-152.46746713,58.07,52,1119475,,,,
0.6,13805,21500,-149.617681,57.26,52,1119494,8744.331079101563,664.4000244140625,1119380,0.001
0.59,13806,21515,-151.75836367,58.21,52,1119594,8799.572915649414,667.558447265625,1119480,0.001
0.59,13807,21526,-158.63459704,58.74,52,1119651,11662.864263916015,664.995556640625,1119540,0.001
0.6,13808,21534,-159.05277856,58.05,51,1119682,5794.939183044434,675.3897338867188,1119580,0.001
0.6,13809,21551,-156.42012396,58.05,51,1119782,12455.516737365722,666.5903625488281,1119680,0.001
0.59,13810,21565,-159.24923451,59.01,51,1119882,11245.466918945312,667.5719360351562,1119780,0.001
0.59,13811,21585,-165.47281633,59.01,51,1119982,10108.265338134766,666.5229431152344,1119880,0.001
0.59,13812,21604,-166.8642259,59.01,51,1120082,11489.114205932618,663.2344299316406,1119980,0.001
0.6,13813,21606,-164.27067684000002,58.05,51,1120086,,,,
0.6,13814,21610,-163.78248303,57.85,51,1120102,11730.44619140625,666.0744812011719,1120000,0.001
0.6,13815,21632,-164.01633117999998,57.85,51,1120202,8387.923889160156,666.3595397949218,1120100,0.001
0.6,13816,21652,-168.84971132,57.85,51,1120302,12675.028045654297,667.8011413574219,1120200,0.001
0.61,13817,21657,-167.80900047,57.13,51,1120330,8775.79836730957,668.6943115234375,1120220,0.001
0.61,13818,21678,-169.94811338999997,57.52,51,1120421,9206.855862426757,670.1418212890625,1120320,0.001
0.62,13819,21694,-164.71302055,57.45,51,1120514,6609.107597351074,670.7596435546875,1120400,0.001
0.61,13820,21715,-169.43960058000005,58.17,51,1120614,14675.135360717773,669.491552734375,1120500,0.001
0.6,13821,21731,-171.75879263,59.08,51,1120714,9060.412533569335,665.2255493164063,1120600,0.001
0.61,13822,21734,-169.88098349999996,58.19,51,1120725,9111.926348876954,665.0038452148438,1120620,0.001
0.61,13823,21737,-168.53731602,57.84,51,1120736,,,,
0.6,13824,21755,-171.01352529999997,58.34,51,1120836,11682.61336669922,663.2600463867187,1120720,0.001
0.61,13825,21757,-169.00851092000002,57.4,51,1120842,12006.857189941406,661.281005859375,1120740,0.001
0.6,13826,21773,-172.64271386000001,58.1,51,1120942,13167.84471435547,663.3763610839844,1120840,0.001
0.6,13827,21791,-171.69184525,58.1,51,1121042,9142.232452392578,668.4672241210938,1120940,0.001
0.6,13828,21799,-169.01934326,57.82,51,1121088,9672.389553833007,665.8761169433594,1120980,0.001
0.6,13829,21811,-166.44696471000003,57.5,51,1121152,11083.275451660156,666.6576049804687,1121040,0.001
0.6,13830,21833,-168.36161740000003,58.22,51,1121241,9199.895138549804,666.3564392089844,1121140,0.001
0.59,13831,21849,-172.65500574,58.33,51,1121341,8878.230751037598,673.475927734375,1121240,0.001
0.58,13832,21863,-174.82503314999997,58.63,51,1121441,9689.801058959962,664.0515319824219,1121340,0.001
0.57,13833,21883,-177.6232536,59.56,51,1121541,10493.663006591796,664.0370910644531,1121440,0.001
0.57,13834,21885,-177.76494167999996,59.47,51,1121546,,,,
0.57,13835,21900,-180.39352057000005,59.47,51,1121646,10616.979776000977,662.046044921875,1121540,0.001
0.57,13836,21916,-177.07633948,59.5,51,1121724,7693.375073242188,668.6078735351563,1121620,0.001
0.57,13837,21919,-177.12409886000006,59.54,51,1121737,,,,
0.58,13838,21930,-178.64512758,59.32,51,1121815,13706.46360168457,668.4432189941406,1121700,0.001
0.57,13839,21949,-181.75778634,60.14,51,1121915,13040.095663452148,664.9815124511719,1121800,0.001
0.57,13840,21951,-181.15252390999999,59.83,51,1121926,13012.065615844727,666.0170288085938,1121820,0.001
0.57,13841,21969,-181.16926539,59.83,51,1122026,9909.401876831054,667.7272644042969,1121920,0.001
0.56,13842,21982,-183.70620040999998,60.68,51,1122126,10377.908599853516,665.0276000976562,1122020,0.001
0.56,13843,22005,-188.42122191,60.68,50,1122226,8435.042622375488,660.3638549804688,1122120,0.001
0.55,13844,22019,-190.80825885,61.58,50,1122326,10543.514938354492,671.291015625,1122220,0.001
0.56,13845,22025,-181.88600463000003,60.86,50,1122354,7139.335021972656,671.8326965332031,1122240,0.001
0.55,13846,22053,-185.82551809,61.47,50,1122454,12547.640682983398,669.7133483886719,1122340,0.001
0.55,13847,22075,-181.88753413000003,61.47,50,1122554,10854.874786376953,667.5093383789062,1122440,0.001
0.55,13848,22079,-181.07235644,61.47,50,1122566,9279.686312866212,671.0923706054688,1122460,0.001
0.55,13849,22083,-181.58920223999996,61.62,50,1122586,12407.923028564453,665.1278076171875,1122480,0.001
0.55,13850,22086,-181.39541312999998,61.61,50,1122598,,,,
0.55,13851,22088,-181.21827939000002,61.46,50,1122602,7962.303036499024,669.2509155273438,1122500,0.001
0.56,13852,22089,-178.52461498999998,60.49,50,1122605,,,,
0.56,13853,22105,-167.62704741000002,60.49,50,1122705,7526.972402954101,670.3362426757812,1122600,0.001
0.56,13854,22110,-167.16622261,60.65,50,1122730,10355.956884765625,666.4200134277344,1122620,0.001
0.57,13855,22118,-164.48714626999998,60.03,50,1122768,8462.809968566895,670.4042602539063,1122660,0.001
0.57,13856,22124,-165.14551409000003,60.23,50,1122804,9242.342849731445,666.6026489257813,1122700,0.001
0.56,13857,22138,-165.84850868,61.02,50,1122904,9459.22041015625,666.8589599609375,1122800,0.001
0.56,13858,22153,-197.21900812,61.02,50,1123004,10476.606011962891,668.7136047363281,1122900,0.001
0.56,13859,22154,-197.25956029,61.02,50,1123009,,,,
0.55,13860,22170,-205.52601112,61.53,50,1123109,15141.117755126954,652.4723449707031,1123000,0.001
0.55,13861,22193,-205.76343373,61.53,50,1123209,9144.34832458496,665.7021118164063,1123100,0.001
0.55,13862,22195,-205.60408377999997,61.44,50,1123215,,,,
0.55,13863,22197,-206.21663524999997,61.33,50,1123220,,,,
0.54,13864,22216,-205.81184249999995,62.01,50,1123320,11363.194555664062,665.2789123535156,1123200,0.001
0.55,13865,22219,-203.54299636999997,61.12,50,1123331,10386.62190246582,666.01748046875,1123220,0.001
0.54,13866,22246,-213.14370316999998,61.66,50,1123431,7296.15276184082,661.5438171386719,1123320,0.001
0.55,13867,22253,-211.98857986,60.94,50,1123459,10553.457710266113,664.3095581054688,1123340,0.001
0.55,13868,22259,-211.57089762999996,61.09,50,1123492,12099.743325805664,661.0673828125,1123380,0.001
0.55,13869,22279,-213.32008638999997,61.09,50,1123592,9806.952369689941,663.3716003417969,1123480,0.001
0.54,13870,22293,-213.77838001,61.24,50,1123692,10594.741874694824,666.8440734863282,1123580,0.001
0.55,13871,22305,-209.55706320000004,60.96,50,1123764,7929.086155700684,671.8016174316406,1123660,0.001
0.55,13872,22325,-215.08407332000002,60.96,50,1123864,11299.127166748047,664.9348571777343,1123760,0.001
0.54,13873,22341,-218.10387420000004,61.86,50,1123964,11151.619549560546,667.0669006347656,1123860,0.001
0.54,13874,22356,-214.18932246000003,61.86,50,1124064,12384.858355712891,668.2546997070312,1123960,0.001
0.54,13875,22360,-213.81109471,61.84,50,1124085,10494.028991699219,660.690869140625,1123980,0.001
0.53,13876,22373,-215.13220651999995,61.9,50,1124185,5655.421621704101,670.6010620117188,1124080,0.001
0.54,13877,22376,-209.76722931,60.98,50,1124193,,,,
0.55,13878,22379,-209.14359678,60.09,50,1124204,9908.89722290039,664.531689453125,1124100,0.001
0.55,13879,22387,-209.15299858000003,60.38,50,1124256,8777.029545593261,667.2180358886719,1124140,0.001
0.54,13880,22406,-213.2170211,61.34,50,1124356,11499.921710205079,668.3300659179688,1124240,0.001
0.54,13881,22408,-212.82099852000002,61.2,50,1124366,9112.58594970703,668.1637573242188,1124260,0.001
0.54,13882,22428,-209.82179256000003,61.2,50,1124466,11474.328747558593,671.0026184082031,1124360,0.001
0.53,13883,22444,-214.26072503000003,62.16,50,1124566,10642.378883361816,668.8445373535156,1124460,0.001
0.52,13884,22460,-222.20066877000002,63.13,50,1124666,13541.570352172852,660.1622314453125,1124560,0.001
0.53,13885,22463,-219.9546086,62.3,50,1124683,13528.066650390625,662.8653076171875,1124580,0.001
0.53,13886,22475,-221.56825038,62.3,50,1124783,10783.76591796875,663.7372924804688,1124680,0.001
0.53,13887,22477,-220.97389616999996,61.62,50,1124790,,,,
0.53,13888,22491,-220.11142843999997,61.79,50,1124864,7160.1196960449215,668.6865539550781,1124760,0.001
0.53,13889,22494,-219.90742461999997,61.69,50,1124881,12174.812161254882,661.3405151367188,1124780,0.001
0.53,13890,22511,-222.03542603999995,61.69,49,1124981,10559.524298095703,665.3105773925781,1124880,0.001
0.53,13891,22513,-221.03582077999997,61.69,49,1124992,,,,
0.53,13892,22519,-220.79715332999993,62.02,49,1125028,8179.480099487305,671.9396789550781,1124920,0.001
0.53,13893,22520,-220.67384129999994,61.95,49,1125032,,,,
0.53,13894,22541,-219.26219531999996,62.57,49,1125127,11958.907415771484,663.8285400390625,1125020,0.001
0.54,13895,22558,-218.0662476,62.39,49,1125209,10331.004544067382,668.038427734375,1125100,0.001
0.55,13896,22561,-213.35935066999994,61.52,49,1125222,7407.790295410156,673.1661743164062,1125120,0.001
0.55,13897,22564,-213.43466363,61.56,49,1125240,,,,
0.55,13898,22579,-212.46318976000003,61.56,49,1125340,8198.992236328126,671.4005310058594,1125220,0.001
0.55,13899,22591,-212.51590223000002,61.68,49,1125407,11175.057336425782,667.5172973632813,1125300,0.001
0.56,13900,22592,-207.52344578000003,60.73,49,1125412,,,,
0.55,13901,22606,-209.91285998000004,61.56,49,1125512,11891.133096313477,658.7687622070313,1125400,0.001
0.55,13902,22609,-210.59258764000003,61.52,49,1125523,11653.632250976563,659.959521484375,1125420,0.001
0.55,13903,22624,-210.44183964,61.52,49,1125623,8302.438473510741,674.7801879882812,1125520,0.001
0.55,13904,22628,-210.31373082,61.65,49,1125640,,,,
0.54,13905,22645,-211.75965957,62.46,49,1125740,12436.347540283203,660.33125,1125620,0.001
0.55,13906,22653,-210.54103451,61.84,49,1125778,11866.191061401367,664.954345703125,1125660,0.001
0.55,13907,22660,-203.87789495999996,61.64,49,1125815,8610.782009887695,670.7877624511718,1125700,0.001
0.55,13908,22665,-202.67416550999994,61.61,49,1125843,10331.177032470703,673.2424987792969,1125740,0.001
0.56,13909,22667,-200.63674483,60.65,49,1125847,,,,
0.56,13910,22682,-199.70580404999998,60.65,49,1125947,9655.188897705078,675.6111877441406,1125840,0.001
0.57,13911,22684,-187.35428528999998,59.72,49,1125954,,,,
0.58,13912,22686,-184.62655354999998,58.8,49,1125962,11786.813613891602,669.5977600097656,1125860,0.001
0.58,13913,22690,-184.88380081,58.9,49,1125976,,,,
0.58,13914,22694,-184.89650921999998,58.95,49,1125997,12674.162786865234,664.3449829101562,1125880,0.001
0.59,13915,22703,-181.58045833,58.48,49,1126050,10958.956323242188,670.1015441894531,1125940,0.001
0.6,13916,22706,-174.75674739,57.59,49,1126061,10424.760977172851,667.5268127441407,1125960,0.001
0.59,13917,22729,-176.35041884999998,58.31,49,1126161,12285.534542846679,662.7567016601563,1126060,0.001
0.58,13918,22746,-181.53996429999998,58.4,49,1126261,9770.781521606445,672.5186889648437,1126160,0.001
0.58,13919,22752,-183.17388595999998,57.8,49,1126294,11569.840936279297,666.3542785644531,1126180,0.001
0.58,13920,22770,-180.18860177,57.8,49,1126394,8694.880220031739,671.5838134765625,1126280,0.001
0.59,13921,22773,-178.56063343999998,56.88,49,1126402,6553.458155822754,667.3916748046875,1126300,0.001
0.59,13922,22789,-178.65529133999996,57.58,49,1126483,11276.319891357422,669.7015991210938,1126380,0.001
0.58,13923,22812,-188.67780007,58.47,49,1126583,12379.196978759766,676.1643493652343,1126480,0.001
0.58,13924,22828,-188.81900786999998,58.47,49,1126683,11077.374728393555,672.9351745605469,1126580,0.001
0.57,13925,22847,-196.23368785,59.41,49,1126783,12606.9298828125,667.5757141113281,1126680,0.001
0.57,13926,22867,-196.43137292,59.41,49,1126883,10313.443649291992,667.9843139648438,1126780,0.001
0.57,13927,22882,-203.10133353,59.41,49,1126983,9959.810263061523,666.2656555175781,1126880,0.001
0.56,13928,22898,-205.27531688000002,59.95,49,1127083,14123.70232849121,666.3778625488281,1126980,0.001
0.56,13929,22903,-204.6617791,59.51,49,1127103,13115.45538635254,655.9099914550782,1127000,0.001
0.56,13930,22906,-201.73231023999998,58.73,49,1127114,,,,
0.57,13931,22911,-197.35473526999994,58.05,49,1127146,13130.79036102295,667.5850036621093,1127040,0.001
0.58,13932,22912,-194.46458685999997,57.09,49,1127150,,,,
0.59,13933,22916,-191.66596196999996,56.3,49,1127171,9025.136114501953,664.1877746582031,1127060,0.001
0.58,13934,22934,-195.96794246,57.25,49,1127271,7899.153979492187,670.9447021484375,1127160,0.001
0.59,13935,22946,-195.15819968999998,57.0,49,1127346,7661.678805541992,666.4671020507812,1127240,0.001
0.58,13936,22962,-198.29627993999998,57.22,49,1127446,9835.049880981445,673.4835327148437,1127340,0.001
0.58,13937,22971,-199.83164133,57.8,49,1127517,9434.331591796876,669.6545288085938,1127400,0.001
0.58,13938,22973,-198.25992377999998,57.09,49,1127524,6580.580717468261,667.950537109375,1127420,0.001
0.58,13939,22988,-197.99140786,57.09,49,1127624,9299.13843383789,667.173486328125,1127520,0.001
0.58,13940,22990,-197.64918148,57.13,49,1127639,,,,
0.59,13941,22993,-194.87359412,56.24,49,1127650,7273.097717285156,670.5509948730469,1127540,0.001
0.6,13942,22995,-192.06500622999997,55.38,49,1127664,9593.403555297851,667.8857666015625,1127560,0.001
0.61,13943,22998,-187.830784,54.49,49,1127675,,,,
0.62,13944,23002,-185.67074217999993,53.69,49,1127695,10288.318156433106,676.9144836425781,1127580,0.001
0.61,13945,23014,-188.13608615999993,54.41,49,1127795,10302.83601989746,670.6967895507812,1127680,0.001
0.62,13946,23017,-183.70355091999997,53.49,48,1127803,8589.778259277344,665.6743530273437,1127700,0.001
0.62,13947,23035,-189.96576147999997,53.49,48,1127903,5091.23949584961,669.3616760253906,1127800,0.001
0.62,13948,23037,-189.69092806,53.4,48,1127906,,,,
0.62,13949,23041,-189.56253590999998,53.41,48,1127927,9712.944116210938,669.7525817871094,1127820,0.001
0.62,13950,23046,-189.48717559999997,53.5,48,1127948,9998.301750183105,673.0055236816406,1127840,0.001
0.61,13951,23063,-189.41873641,54.46,48,1128048,11588.343212890624,667.006298828125,1127940,0.001
0.61,13952,23065,-189.33833565999993,54.51,48,1128056,,,,
0.62,13953,23073,-187.17615448999996,53.88,48,1128093,8533.518348693848,670.8872802734375,1127980,0.001
0.62,13954,23077,-187.60114697999998,53.85,48,1128115,6889.887704467774,668.0352844238281,1128000,0.001
0.61,13955,23102,-189.15644340999998,54.47,48,1128215,9405.309020996094,671.2372924804688,1128100,0.001
0.61,13956,23108,-188.86845978999997,54.49,48,1128253,6460.179931640625,678.344189453125,1128140,0.001
0.62,13957,23112,-187.91293521,53.66,48,1128270,9323.998223876953,669.5232849121094,1128160,0.001
0.62,13958,23127,-159.90674628,53.66,48,1128370,7094.639739990234,674.4226928710938,1128260,0.001
0.61,13959,23152,-163.7578057,54.61,48,1128470,13291.73543395996,662.6241455078125,1128360,0.001
0.62,13960,23158,-155.62713214,53.88,48,1128497,13008.004827880859,668.9923034667969,1128380,0.001
0.62,13961,23170,-157.42802193,53.88,48,1128597,11172.493446350098,674.7005676269531,1128480,0.001
0.62,13962,23172,-157.61760812999998,53.87,48,1128602,14095.517584228515,667.8043579101562,1128500,0.001
0.62,13963,23174,-157.31855541000002,53.87,48,1128607,,,,
0.63,13964,23176,-156.79963361999998,52.94,48,1128614,,,,
0.62,13965,23194,-160.43359733,53.83,48,1128714,6544.810147094727,675.6226501464844,1128600,0.001
0.63,13966,23199,-151.62139731,53.06,48,1128737,8483.406161499024,663.6856079101562,1128620,0.001
0.63,13967,23202,-152.03387732,52.97,48,1128756,12360.215272521973,660.0977478027344,1128640,0.001
