time/fps,time/episodes,time/time_elapsed,train/actor_loss,rollout/success rate,train/n_updates,time/total timesteps,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
27,5480,18445,758.6047119140625,0.35,502800,502905,6227.79122467041,0.001,-294.93819893,80.84
27,5481,18450,756.2798522949219,0.36,502820,502926,7133.018354797363,0.001,-291.87164409999997,80.05
27,5482,18455,758.547314453125,0.36,502840,502956,5986.562335205078,0.001,-289.47051554999996,79.73
27,5483,18473,764.8707946777344,0.35,502940,503056,9247.1560256958,0.001,-291.75800108,80.54
27,5484,18490,760.0879516601562,0.35,503040,503156,8368.887069702148,0.001,-290.19622504,80.54
27,5485,18508,760.1916320800781,0.35,503140,503256,4721.86706237793,0.001,-287.31338822000004,80.54
27,5486,18524,748.0802124023437,0.35,503240,503356,6113.858865356446,0.001,-285.41497503000005,80.54
27,5487,18541,747.9443481445312,0.34,503340,503456,13130.36805267334,0.001,-289.10694072999996,81.35
27,5488,18559,753.9451599121094,0.34,503440,503556,9416.637794494629,0.001,-288.53212221,81.35
27,5489,18561,761.672509765625,0.35,503460,503568,4692.984518432617,0.001,-281.7574951,80.47
27,5490,18578,761.1822692871094,0.35,503560,503668,6002.784236145019,0.001,-280.93852904000005,80.47
27,5491,18596,761.0582092285156,0.35,503660,503768,13382.81177368164,0.001,-285.35522688000003,80.47
27,5492,18613,754.2247192382813,0.35,503760,503868,8561.213673400878,0.001,-288.62918519,80.47
27,5493,18629,757.8276550292969,0.36,503840,503960,7511.309664916992,0.001,-288.23002826000004,80.39
27,5494,18644,763.4392150878906,0.36,503940,504060,10034.971197509765,0.001,-288.53679056000004,80.39
27,5495,18648,754.3867370605469,0.36,503960,504077,9363.907260131837,0.001,-287.15088421,79.9
27,5496,18666,757.5876953125,0.35,504060,504177,6025.420916748047,0.001,-292.13867519,80.75
26,5497,18684,750.677099609375,0.35,504160,504277,6043.488256835937,0.001,-302.5167466,80.75
26,5498,18689,754.633349609375,0.36,504180,504295,7344.983238220215,0.001,-297.34164710000005,79.93
26,5499,18705,751.51025390625,0.35,504280,504395,7140.049032592773,0.001,-296.89341843,80.29
26,5500,18716,757.8943176269531,0.36,504360,504461,5837.875877380371,0.001,-292.82763689,79.95
26,5501,18736,756.0617797851562,0.35,504460,504561,8132.142895507813,0.001,-298.77566457,80.87
26,5502,18737,,0.35,,504568,,,-298.72204229999994,80.83
26,5503,18754,760.6679992675781,0.35,504560,504668,8346.45277557373,0.001,-294.57517535000005,80.83
26,5504,18760,757.6005493164063,0.36,504600,504702,7650.781842041016,0.001,-290.81505080999995,80.17
26,5505,18766,759.1077392578125,0.37,504620,504735,5297.171249389648,0.001,-284.77169535999997,79.5
26,5506,18788,758.1544006347656,0.37,504720,504835,9923.773956298828,0.001,-284.35054951,79.5
26,5507,18809,757.4227905273438,0.37,504820,504935,11088.296272277832,0.001,-283.52934254,79.5
26,5508,18826,763.7390930175782,0.37,504920,505035,6668.602479553223,0.001,-282.44874454,79.5
26,5509,18846,755.3804504394532,0.37,505020,505135,8428.492741394042,0.001,-272.28013803,79.5
26,5510,18863,754.2835998535156,0.37,505120,505235,8436.484893798828,0.001,-274.09411559000006,79.5
26,5511,18880,750.7058288574219,0.37,505220,505335,7716.547286987305,0.001,-273.09414275,79.5
26,5512,18897,756.9144836425781,0.37,505320,505435,8996.771992492675,0.001,-275.31720567,79.5
26,5513,18914,760.300634765625,0.37,505420,505535,7995.276626586914,0.001,-272.8638852,79.5
26,5514,18931,748.7397766113281,0.37,505520,505635,9351.84694366455,0.001,-279.07545930000003,79.5
26,5515,18949,749.104052734375,0.36,505620,505735,12643.64613647461,0.001,-283.06858273000006,80.46
26,5516,18966,759.5334411621094,0.36,505720,505835,10252.79147644043,0.001,-286.2581386,80.46
26,5517,18969,753.4290771484375,0.36,505740,505849,9508.707470703124,0.001,-285.86112245,79.92
26,5518,18988,751.4954650878906,0.36,505840,505949,4417.9455093383785,0.001,-286.43389201,79.92
26,5519,18991,760.396044921875,0.37,505860,505971,7855.356272888183,0.001,-281.39245351,79.14
26,5520,19007,760.5008422851563,0.36,505960,506071,8086.211779785156,0.001,-283.56732409,79.71
26,5521,19023,757.3320434570312,0.35,506060,506171,11068.643826293945,0.001,-282.53055307999995,79.75
26,5522,19041,755.9094116210938,0.34,506160,506271,9565.337651062011,0.001,-291.26427302999997,80.16
26,5523,19055,750.8439025878906,0.33,506260,506371,12101.538473510742,0.001,-292.8070186,80.59
26,5524,19074,750.3551940917969,0.33,506360,506471,10712.201556396485,0.001,-295.34117996,80.59
26,5525,19095,745.8092163085937,0.33,506460,506571,9569.603440856934,0.001,-291.63601013,80.59
26,5526,19097,,0.34,,506580,,,-286.83181826,79.68
26,5527,19116,751.9927917480469,0.34,506560,506680,5507.1900085449215,0.001,-286.20774506000004,79.68
26,5528,19134,749.3385864257813,0.33,506660,506780,11083.84976196289,0.001,-290.61492385,79.76
26,5529,19154,743.7462646484375,0.32,506760,506880,8382.530859375,0.001,-291.74696900000004,79.88
26,5530,19162,757.0128295898437,0.32,506820,506931,8729.997114562988,0.001,-290.09084829,79.81
26,5531,19168,748.3882202148437,0.32,506840,506958,8307.568757629395,0.001,-289.84408441,79.39
26,5532,19184,748.9571960449218,0.31,506940,507058,8598.706436157227,0.001,-291.77062049,80.17
26,5533,19201,750.8165222167969,0.3,507040,507158,8239.48635559082,0.001,-295.95237964,81.01
26,5534,19216,751.8954284667968,0.3,507140,507258,9560.395443725585,0.001,-296.74318635,81.01
26,5535,19233,750.4886901855468,0.3,507240,507358,6502.574102783203,0.001,-295.67983335,81.01
26,5536,19243,748.5632934570312,0.3,507300,507411,7534.658062744141,0.001,-296.37267387,81.46
26,5537,19261,755.7607971191406,0.3,507400,507511,9092.120724487304,0.001,-295.32829805000006,81.46
26,5538,19280,755.5448303222656,0.3,507500,507611,7988.224171447754,0.001,-298.39507838000003,81.46
26,5539,19282,,0.31,,507619,,,-290.81985747000004,80.54
26,5540,19297,744.8604858398437,0.31,507600,507719,8000.5458511352535,0.001,-291.15353881,80.54
26,5541,19316,753.873681640625,0.31,507700,507819,3505.928987121582,0.001,-291.8448444,80.54
26,5542,19332,744.422412109375,0.31,507800,507905,6268.199159240723,0.001,-291.17806062,80.46
26,5543,19356,746.8260620117187,0.31,507900,508005,7599.064077758789,0.001,-291.24309403,80.46
26,5544,19374,749.7307556152343,0.3,508000,508105,9472.462387084961,0.001,-295.43566876000006,81.01
26,5545,19388,757.5648559570312,0.31,508080,508194,5545.213493347168,0.001,-296.82247076000004,80.9
26,5546,19401,755.5680358886718,0.31,508180,508294,10181.446398925782,0.001,-298.86673835,80.9
26,5547,19417,744.5630187988281,0.31,508280,508394,7477.4623397827145,0.001,-300.99387700999995,80.9
26,5548,19433,749.8512878417969,0.31,508380,508494,8516.07446899414,0.001,-302.37662212,80.9
26,5549,19449,760.1052368164062,0.31,508480,508594,8896.556330871583,0.001,-301.93722653000003,80.9
26,5550,19465,745.9835754394531,0.3,508580,508694,6679.3213516235355,0.001,-303.51093803,81.03
26,5551,19481,747.3045349121094,0.29,508680,508794,6504.509487915039,0.001,-307.06801344999997,81.5
26,5552,19497,750.1860656738281,0.29,508780,508894,9695.58429260254,0.001,-304.7798432,81.5
26,5553,19518,751.2591430664063,0.29,508880,508994,9681.079278564453,0.001,-305.03124457,81.5
26,5554,19533,750.9075988769531,0.28,508980,509094,6385.890570068359,0.001,-307.84141845,81.77
26,5555,19551,753.2165161132813,0.28,509080,509194,5898.480201721191,0.001,-303.79851838999997,81.77
26,5556,19566,749.8782104492187,0.27,509180,509294,6281.5322937011715,0.001,-308.03089576,82.46
26,5557,19584,752.3050048828125,0.27,509280,509394,12443.674253845214,0.001,-304.76821168999993,82.46
25,5558,19600,751.3805725097657,0.27,509380,509494,9230.335440063476,0.001,-301.5658536799999,82.46
25,5559,19618,747.9088745117188,0.26,509480,509594,7296.815510559082,0.001,-304.37632105999995,83.09
25,5560,19623,749.50029296875,0.27,509500,509617,8342.013554382323,0.001,-301.29318594,82.32
25,5561,19628,751.2484497070312,0.27,509540,509645,6116.983000183105,0.001,-300.38823196,81.72
25,5562,19649,748.5758911132813,0.27,509640,509745,4843.462541198731,0.001,-299.91689782,81.72
25,5563,19666,744.704638671875,0.26,509740,509845,9471.6466796875,0.001,-304.12133921000003,82.59
25,5564,19676,743.0196899414062,0.26,509780,509889,9212.809692382812,0.001,-304.90103817000005,82.78
25,5565,19692,744.9513671875,0.25,509880,509989,8277.822886657716,0.001,-308.73798686000003,83.46
25,5566,19708,755.2918090820312,0.25,509980,510089,5218.06136932373,0.001,-309.69410296,83.46
25,5567,19724,747.1731994628906,0.25,510080,510189,10016.58623046875,0.001,-310.85098757000003,83.46
25,5568,19739,755.364306640625,0.24,510180,510289,3881.8765975952147,0.001,-316.28691847000005,84.19
25,5569,19741,,0.25,,510300,,,-311.45877293,83.3
25,5570,19756,752.5634216308594,0.25,510280,510400,8945.377577209472,0.001,-312.48545106,83.3
25,5571,19769,753.9525085449219,0.25,510380,510500,6773.589474487305,0.001,-315.43326251,83.3
25,5572,19788,752.8537231445313,0.25,510480,510600,6441.251109313965,0.001,-314.4004559400001,83.3
25,5573,19807,746.54462890625,0.25,510580,510700,9095.625675964355,0.001,-312.79640439,83.3
25,5574,19823,752.6873168945312,0.25,510680,510800,9902.370895385742,0.001,-310.33735986,83.3
25,5575,19836,755.42216796875,0.24,510780,510900,7097.193887329102,0.001,-318.53166331,84.17
25,5576,19855,749.3560546875,0.25,510880,510999,8357.772039794922,0.001,-314.57205354,84.16
25,5577,19872,740.6216430664062,0.25,510980,511099,6396.535075378418,0.001,-314.87069635,84.16
25,5578,19889,741.9810607910156,0.24,511080,511199,6183.82075805664,0.001,-315.10081266000003,84.94
25,5579,19906,743.5850708007813,0.24,511180,511299,9865.248495483398,0.001,-316.28812339,84.94
25,5580,19924,750.3537841796875,0.24,511280,511399,5887.650929260254,0.001,-317.42715125,84.94
25,5581,19944,754.4693786621094,0.23,511380,511499,6324.045359802246,0.001,-318.89539923000007,85.73
25,5582,19965,741.7140075683594,0.22,511480,511599,11580.310089111328,0.001,-322.60296889,86.43
25,5583,19980,747.178564453125,0.22,511580,511699,8693.162855529785,0.001,-324.16262011000003,86.43
25,5584,19996,747.6053405761719,0.22,511680,511799,6595.129055786133,0.001,-319.021551,86.43
25,5585,20012,748.7796875,0.22,511780,511899,7863.108386230469,0.001,-321.26996230000003,86.43
25,5586,20029,747.8074768066406,0.22,511880,511999,7574.4978805542,0.001,-321.43264321,86.43
25,5587,20047,747.0522277832031,0.22,511980,512099,8430.129908752442,0.001,-340.05922285,86.43
25,5588,20065,746.0879638671875,0.22,512080,512199,7369.746942138672,0.001,-344.47758626999996,86.43
25,5589,20084,749.3619812011718,0.21,512180,512299,6629.298596191406,0.001,-346.39657776,87.31
25,5590,20098,749.2943115234375,0.21,512280,512399,5579.667626953125,0.001,-349.57937499,87.31
25,5591,20112,753.4645690917969,0.22,512360,512472,5028.1511901855465,0.001,-343.63534748,87.04
25,5592,20130,748.7268615722656,0.22,512460,512572,6811.641207885742,0.001,-340.55637774999997,87.04
25,5593,20133,747.4813842773438,0.22,512480,512583,11151.968695068359,0.001,-338.46856156999996,86.23
25,5594,20154,746.5515930175782,0.22,512580,512683,4663.973483276367,0.001,-337.34492682,86.23
25,5595,20182,746.6991455078125,0.21,512680,512783,7824.0476547241215,0.001,-341.25769142999997,87.06
25,5596,20199,749.4742736816406,0.21,512780,512883,5487.89253692627,0.001,-345.48845666999995,87.06
25,5597,20210,748.9372497558594,0.22,512820,512937,5719.4468795776365,0.001,-329.48502277999995,86.6
25,5598,20228,751.8872985839844,0.21,512920,513037,8886.359478759765,0.001,-333.99211499999996,87.42
25,5599,20230,749.6867858886719,0.22,512940,513042,7687.792562866211,0.001,-328.72837499,86.47
25,5600,20243,747.8147766113282,0.21,513040,513142,8325.83747406006,0.001,-340.06473398,86.81
25,5601,20246,,0.22,,513154,,,-334.22583121,85.93
25,5602,20248,741.8315490722656,0.22,513060,513161,7694.170733642578,0.001,-334.32982974000004,85.93
25,5603,20263,750.30908203125,0.22,513160,513261,6464.810102844238,0.001,-335.61685566,85.93
25,5604,20283,743.1579345703125,0.21,513260,513361,7975.323892211914,0.001,-340.14300207,86.59
25,5605,20296,751.1255310058593,0.2,513360,513461,8410.693978881836,0.001,-343.28538647,87.26
25,5606,20303,744.0350952148438,0.21,513380,513491,8286.043173217773,0.001,-341.2949548599999,86.56
25,5607,20324,748.3185668945313,0.21,513480,513591,9265.997554016114,0.001,-341.97251306,86.56
25,5608,20343,748.8650817871094,0.21,513580,513691,7455.164978027344,0.001,-342.41744186999995,86.56
25,5609,20362,740.9588623046875,0.21,513680,513791,10921.688723754884,0.001,-341.6375213,86.56
25,5610,20381,751.18916015625,0.21,513780,513891,7936.068356323242,0.001,-340.86326553,86.56
25,5611,20397,747.8845642089843,0.21,513880,513991,7279.275338745118,0.001,-341.21218933999995,86.56
25,5612,20415,748.3707946777344,0.21,513980,514091,7839.9820358276365,0.001,-339.45078605,86.56
25,5613,20436,750.1550659179687,0.21,514080,514191,6207.5717697143555,0.001,-339.75219051,86.56
25,5614,20438,,0.22,,514195,,,-330.71073889,85.6
25,5615,20457,753.0892395019531,0.22,514180,514295,5640.513552856445,0.001,-330.54399571999994,85.6
25,5616,20474,742.9724182128906,0.22,514280,514395,6928.724942016602,0.001,-330.15653559000003,85.6
25,5617,20489,743.9576232910156,0.21,514380,514495,11169.541162109375,0.001,-331.62648103,86.46
25,5618,20507,746.4293029785156,0.21,514480,514595,5153.145021057129,0.001,-330.30024183,86.46
25,5619,20524,745.2342529296875,0.2,514580,514695,6939.857748413086,0.001,-335.39726025,87.24
25,5620,20542,746.8164855957032,0.2,514680,514795,10324.383108520507,0.001,-336.36102640999997,87.24
25,5621,20554,746.3569213867188,0.2,514780,514895,7741.908221435547,0.001,-339.0817750499999,87.24
25,5622,20566,742.0332885742188,0.21,514840,514944,7057.341342163086,0.001,-328.74014589,86.73
25,5623,20580,741.7544860839844,0.21,514940,515044,6159.464611816406,0.001,-330.83339936000004,86.73
25,5624,20595,747.0438110351563,0.21,515040,515144,8851.556137084961,0.001,-331.06576910999996,86.73
24,5625,20610,744.0523864746094,0.21,515140,515244,6968.887789916992,0.001,-332.64245631000006,86.73
24,5626,20626,742.5874084472656,0.2,515240,515344,4206.004539489746,0.001,-336.32059652,87.64
24,5627,20641,737.2224792480469,0.2,515340,515444,7070.500286865235,0.001,-341.59305389,87.64
24,5628,20660,743.6061218261718,0.2,515440,515544,7047.310925292969,0.001,-337.56909873999996,87.64
24,5629,20676,739.4338989257812,0.2,515540,515644,10756.453895568848,0.001,-334.07534655999996,87.64
24,5630,20691,739.6164428710938,0.19,515640,515744,12815.50634765625,0.001,-335.65522083999997,88.13
24,5631,20707,747.6230041503907,0.18,515740,515844,5468.163935852051,0.001,-336.15660993,88.86
24,5632,20727,740.5742492675781,0.18,515840,515944,6818.9689666748045,0.001,-343.66309319999993,88.86
24,5633,20744,748.7680847167969,0.18,515940,516044,6438.39903717041,0.001,-344.60912702999997,88.86
24,5634,20762,739.268701171875,0.18,516040,516144,11799.901890563964,0.001,-347.63091976000004,88.86
24,5635,20780,745.2440063476563,0.18,516140,516244,4984.605012512207,0.001,-347.96882127000003,88.86
24,5636,20797,739.4286071777344,0.17,516240,516344,6429.007025146484,0.001,-350.62482614,89.33
24,5637,20814,737.1075317382813,0.17,516340,516444,11512.328706359864,0.001,-351.03588523999997,89.33
24,5638,20830,738.9537231445313,0.17,516440,516544,5857.729386901856,0.001,-347.5540835399999,89.33
24,5639,20846,741.4134765625,0.16,516540,516644,7814.395237731934,0.001,-351.1415300599999,90.25
24,5640,20849,,0.17,,516655,,,-347.85719134,89.36
24,5641,20864,747.6142944335937,0.17,516640,516755,5414.415428161621,0.001,-347.19166221,89.36
24,5642,20882,735.462744140625,0.16,516740,516855,5301.69807434082,0.001,-346.21770402000004,89.5
24,5643,20900,738.9745788574219,0.16,516840,516955,7997.996231079102,0.001,-349.95597204999996,89.5
24,5644,20916,741.8022338867188,0.16,516940,517055,6817.669116210937,0.001,-347.7436675,89.5
24,5645,20932,743.101416015625,0.15,517040,517155,4170.230648803711,0.001,-348.19744648999995,89.61
24,5646,20952,742.8497619628906,0.15,517140,517255,9955.194210815429,0.001,-344.8772477,89.61
24,5647,20967,739.9042846679688,0.15,517240,517355,7429.64807434082,0.001,-344.62238499000006,89.61
24,5648,20983,739.4562133789062,0.16,517320,517431,9461.415437316895,0.001,-342.78370716000006,89.37
24,5649,20988,736.8957397460938,0.17,517340,517456,8005.621112060547,0.001,-341.43908233,88.62
24,5650,21005,733.3716430664062,0.17,517440,517556,9562.069065856933,0.001,-343.10101556,88.62
24,5651,21020,738.7117736816406,0.17,517540,517656,4556.92508392334,0.001,-342.76090582000006,88.62
24,5652,21037,733.8446716308594,0.17,517640,517756,8195.780310058593,0.001,-345.82657014000006,88.62
24,5653,21054,746.2199584960938,0.17,517740,517856,6365.911698913575,0.001,-350.08165188,88.62
24,5654,21070,747.3155883789062,0.17,517840,517956,7319.509442138672,0.001,-349.27262943,88.62
24,5655,21091,738.2529235839844,0.17,517940,518056,5897.162017822266,0.001,-350.6099763699999,88.62
24,5656,21106,739.7914123535156,0.17,518040,518156,11013.801959228516,0.001,-351.32209894999994,88.62
24,5657,21111,737.0934814453125,0.18,518060,518179,6075.679866027832,0.001,-348.31673423999996,87.85
24,5658,21132,738.9793395996094,0.18,518160,518279,7108.2056335449215,0.001,-354.37442969999995,87.85
24,5659,21150,738.2796142578125,0.18,518260,518379,6230.283901977539,0.001,-354.53837659,87.85
24,5660,21163,743.0836181640625,0.17,518360,518479,6262.386303710938,0.001,-354.95068553,88.62
24,5661,21165,745.5763610839844,0.17,518380,518487,6153.237825012207,0.001,-355.06683229999993,88.42
24,5662,21190,741.360986328125,0.17,518480,518587,8756.791960144043,0.001,-355.59743907999996,88.42
24,5663,21206,735.8456237792968,0.17,518580,518687,8157.162971496582,0.001,-358.85398778999996,88.42
24,5664,21224,733.010009765625,0.16,518680,518787,6356.022250366211,0.001,-363.62806785,88.98
24,5665,21242,734.3764343261719,0.16,518780,518887,9411.923751831055,0.001,-364.42999798999995,88.98
24,5666,21260,736.1793823242188,0.16,518880,518987,9701.885292053223,0.001,-366.61360418000004,88.98
24,5667,21281,742.1018310546875,0.16,518980,519087,7947.381954956055,0.001,-364.38793445000005,88.98
24,5668,21298,739.4622375488282,0.16,519080,519187,11614.821044921875,0.001,-361.47856909000006,88.98
24,5669,21314,744.4819702148437,0.15,519180,519287,5921.160066223145,0.001,-361.78224398000003,89.87
24,5670,21332,746.3875366210938,0.15,519280,519387,6591.458386230469,0.001,-361.97399763,89.87
24,5671,21345,735.3478454589844,0.15,519380,519487,4679.29090423584,0.001,-357.6429711300001,89.87
24,5672,21360,739.6074584960937,0.15,519480,519587,7978.1444839477535,0.001,-360.79643636000003,89.87
24,5673,21362,,0.16,,519595,,,-359.52942479000006,88.95
24,5674,21381,749.8103515625,0.16,519580,519695,9611.936024475097,0.001,-359.95832856,88.95
24,5675,21385,747.8491027832031,0.17,519600,519709,10304.550932312011,0.001,-351.62004591,88.09
24,5676,21402,735.3260681152344,0.16,519700,519809,7770.412205505371,0.001,-352.09403986999996,88.1
24,5677,21405,,0.17,,519820,,,-348.6246713,87.21
24,5678,21418,737.3439453125,0.18,519780,519892,4868.266848754883,0.001,-349.2126951999999,86.93
24,5679,21432,746.3262084960937,0.18,519880,519992,8869.189685058594,0.001,-350.80080905,86.93
24,5680,21450,743.5556762695312,0.18,519980,520092,5482.359257507324,0.001,-346.52711877,86.93
24,5681,21463,741.9470336914062,0.18,520080,520192,8709.818322753907,0.001,-348.69367278,86.93
24,5682,21479,741.0911926269531,0.18,520180,520292,8680.111878967286,0.001,-348.05256393999997,86.93
24,5683,21488,735.0641479492188,0.19,520220,520337,6390.976261901856,0.001,-345.14065939,86.38
24,5684,21507,739.5056335449219,0.19,520320,520437,9736.694946289062,0.001,-352.7382542400001,86.38
24,5685,21523,736.17431640625,0.19,520420,520537,5845.584359741211,0.001,-350.3712728,86.38
24,5686,21540,743.3864685058594,0.19,520520,520637,6304.130903625488,0.001,-349.49212783,86.38
24,5687,21556,732.4555603027344,0.19,520620,520737,6069.70958404541,0.001,-330.06966947,86.38
24,5688,21574,735.8518920898438,0.19,520720,520837,6880.887705993652,0.001,-326.32563627,86.38
24,5689,21592,728.095654296875,0.19,520820,520937,7756.098861694336,0.001,-326.58264553999993,86.38
24,5690,21609,741.8064331054687,0.19,520920,521037,5130.573371887207,0.001,-327.15414417999995,86.38
24,5691,21627,742.0035400390625,0.18,521020,521137,6358.138403320312,0.001,-331.55133528,86.65
24,5692,21644,740.8493408203125,0.18,521120,521237,6568.316705322266,0.001,-338.3275292099999,86.65
24,5693,21662,734.9366821289062,0.17,521220,521337,4768.375900268555,0.001,-340.28193749999997,87.54
24,5694,21682,739.8074279785156,0.17,521320,521437,10508.34238128662,0.001,-337.92750964,87.54
24,5695,21699,739.2429504394531,0.17,521420,521537,8404.28444519043,0.001,-337.62136801,87.54
24,5696,21711,735.0343139648437,0.18,521480,521596,8246.409327697755,0.001,-328.2596577899999,87.13
24,5697,21712,,0.18,,521598,,,-328.3519947,86.61
24,5698,21727,730.6167663574219,0.18,521580,521698,5666.43232421875,0.001,-328.3045920699999,86.61
23,5699,21747,734.3901000976563,0.17,521680,521798,6743.733305358886,0.001,-331.0698181599999,87.56
23,5700,21761,740.095703125,0.17,521780,521898,9235.37123413086,0.001,-321.64679283,87.56
23,5701,21764,733.1360534667969,0.17,521800,521904,7056.8974884033205,0.001,-321.75585386,87.5
23,5702,21786,738.0338439941406,0.16,521900,522004,8856.258917236328,0.001,-323.86586300999994,88.43
23,5703,21806,737.4094604492187,0.16,522000,522104,7447.784107971192,0.001,-321.94234445999996,88.43
23,5704,21824,738.1144226074218,0.16,522100,522204,7882.380856323242,0.001,-323.21142459999993,88.43
23,5705,21838,737.9020629882813,0.17,522160,522276,5109.2482986450195,0.001,-321.13812436999996,88.15
23,5706,21855,730.3844787597657,0.16,522260,522376,7841.637057495117,0.001,-323.72686206,88.85
23,5707,21858,734.8930541992188,0.17,522280,522391,9577.641412353516,0.001,-318.49065653,88.0
23,5708,21876,737.2096374511718,0.17,522380,522491,9282.85148010254,0.001,-317.30755633,88.0
23,5709,21888,729.23720703125,0.18,522440,522556,8695.292701721191,0.001,-315.29052894000006,87.65
23,5710,21905,732.2197692871093,0.18,522540,522656,8361.117527770995,0.001,-312.0279490800001,87.65
23,5711,21920,730.726904296875,0.18,522640,522756,6500.093896484375,0.001,-311.89962136,87.65
23,5712,21937,739.9728210449218,0.18,522740,522856,8255.230920410157,0.001,-312.5093247,87.65
23,5713,21943,733.0878662109375,0.19,522780,522883,8514.707289123535,0.001,-309.66990862,86.92
23,5714,21960,730.4323608398438,0.18,522880,522983,8599.43171081543,0.001,-313.7971839,87.88
23,5715,21977,737.0040344238281,0.18,522980,523083,7183.075308227539,0.001,-316.95129504,87.88
23,5716,21985,732.5429870605469,0.19,523020,523123,8128.215956115722,0.001,-313.12468094,87.28
23,5717,22005,737.3165832519531,0.19,523120,523223,3687.352571105957,0.001,-312.46113689000003,87.28
23,5718,22019,729.6059753417969,0.19,523220,523323,8484.910948181152,0.001,-311.69813483999997,87.28
23,5719,22021,,0.2,,523328,,,-306.19646893000004,86.33
23,5720,22036,734.3056213378907,0.2,523320,523428,8856.22940979004,0.001,-307.0449828,86.33
23,5721,22052,734.7158630371093,0.2,523420,523528,8362.868301391602,0.001,-310.35129492,86.33
23,5722,22067,731.8447875976562,0.19,523520,523628,10129.2052734375,0.001,-312.38445098,86.84
23,5723,22083,733.206201171875,0.19,523620,523728,6270.123959350586,0.001,-313.41470273000004,86.84
23,5724,22104,736.167529296875,0.19,523720,523828,3837.895933532715,0.001,-315.17455397000003,86.84
23,5725,22119,726.9809875488281,0.19,523820,523928,7003.818791198731,0.001,-317.84279875000004,86.84
23,5726,22135,732.9480773925782,0.19,523920,524028,6225.954046630859,0.001,-320.53615907,86.84
23,5727,22150,730.3119995117188,0.19,524020,524128,6552.728237915039,0.001,-314.93005939999995,86.84
23,5728,22166,733.3264465332031,0.19,524120,524228,8282.81533355713,0.001,-311.88600239999994,86.84
23,5729,22167,,0.2,,524235,,,-311.64311611,85.91
23,5730,22169,729.5538757324218,0.21,524140,524242,6860.308763122559,0.001,-310.04888756,84.98
23,5731,22185,731.294580078125,0.21,524240,524342,8924.332708740234,0.001,-312.59157785,84.98
23,5732,22187,,0.22,,524346,,,-302.72167706,84.02
23,5733,22198,729.1686340332031,0.23,524280,524389,10030.852197265625,0.001,-298.45780015,83.45
23,5734,22200,735.1600646972656,0.24,524300,524401,9164.2353515625,0.001,-292.04271284,82.57
23,5735,22216,734.4839538574219,0.24,524400,524501,6350.700494384766,0.001,-298.37159273000003,82.57
23,5736,22235,731.1224304199219,0.24,524500,524601,7343.125910949707,0.001,-299.12839193,82.57
23,5737,22253,727.8813720703125,0.24,524600,524701,8200.197344970704,0.001,-300.87852871999996,82.57
23,5738,22269,728.459228515625,0.24,524700,524801,10218.824472045899,0.001,-304.81887966,82.57
23,5739,22288,730.8000793457031,0.24,524800,524901,6475.0875793457035,0.001,-302.95375541,82.57
23,5740,22307,731.3887878417969,0.23,524900,525001,7824.475399780274,0.001,-306.57705262,83.46
23,5741,22311,,0.24,,525020,,,-304.34019538,82.65
23,5742,22334,732.2929382324219,0.24,525000,525120,6036.109451293945,0.001,-306.73790476,82.65
23,5743,22350,730.4983093261719,0.24,525100,525220,7617.159791564942,0.001,-302.71723803,82.65
23,5744,22352,726.0895385742188,0.25,525120,525229,5935.839727783203,0.001,-300.24620909,81.74
23,5745,22367,728.8746520996094,0.25,525220,525329,7014.686892700195,0.001,-300.34489474,81.74
23,5746,22369,,0.26,,525339,,,-298.05103089,80.84
23,5747,22388,725.4466125488282,0.26,525320,525439,7936.480599975586,0.001,-296.99056278999996,80.84
23,5748,22404,732.4971740722656,0.25,525420,525539,7818.148989868164,0.001,-297.97794375999996,81.08
23,5749,22424,726.9023193359375,0.24,525520,525639,8939.674597167968,0.001,-305.05363301999995,81.83
23,5750,22443,728.7053955078125,0.24,525620,525739,9770.370455932618,0.001,-304.12213209999993,81.83
23,5751,22462,728.8339172363281,0.24,525720,525839,6389.65103302002,0.001,-303.99979834999993,81.83
23,5752,22465,731.933447265625,0.25,525740,525858,7156.585418701172,0.001,-300.13630536,81.02
23,5753,22483,728.2288146972656,0.25,525840,525958,9775.758128356934,0.001,-296.41934891,81.02
23,5754,22506,727.5937438964844,0.25,525940,526058,8725.806773376466,0.001,-297.85198981,81.02
23,5755,22523,738.43916015625,0.25,526040,526158,6843.080958557129,0.001,-303.78845645,81.02
23,5756,22539,725.9207397460938,0.25,526140,526258,9665.013209533692,0.001,-302.95610597,81.02
23,5757,22555,718.5186950683594,0.24,526240,526358,8477.161245727539,0.001,-306.09869023,81.79
23,5758,22558,732.272509765625,0.25,526260,526372,8510.955195617677,0.001,-297.51410064,80.93
23,5759,22575,731.9278564453125,0.25,526360,526472,6937.769436645508,0.001,-297.75430793,80.93
23,5760,22585,719.6381530761719,0.26,526400,526520,9548.731811523438,0.001,-298.3187510799999,80.41
23,5761,22609,735.2491943359375,0.25,526500,526620,6011.005679321289,0.001,-308.10829472,81.33
23,5762,22624,732.5791198730469,0.25,526600,526720,6706.670602416993,0.001,-309.87952948,81.33
23,5763,22644,737.6190612792968,0.25,526700,526820,5921.469802856445,0.001,-306.38294985,81.33
23,5764,22663,723.0925231933594,0.25,526800,526920,11338.15339050293,0.001,-304.69467044999993,81.33
