time/total timesteps,train/n_updates,rollout/success rate,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,train/critic_loss,train/learning_rate,train/actor_loss,rollout/ep_len_mean
836903,736900,0.0,18,-4086.0243493200005,45741,8378,771819.8595703125,0.001,5067.9626953125,100.0
837003,737000,0.0,18,-4090.5924750500003,45757,8379,456873.1296875,0.001,5018.381591796875,100.0
837103,737100,0.0,18,-4125.8772288,45776,8380,327026.2578125,0.001,5058.79853515625,100.0
837203,737200,0.0,18,-4133.493607380001,45795,8381,422326.5748046875,0.001,5047.508203125,100.0
837303,737300,0.0,18,-4089.14937371,45819,8382,551389.483203125,0.001,5089.427001953125,100.0
837403,737400,0.0,18,-4132.16313259,45835,8383,288405.19296875,0.001,5149.2234375,100.0
837503,737500,0.0,18,-4120.14757799,45856,8384,467151.7005859375,0.001,5058.744775390625,100.0
837603,737600,0.0,18,-4149.466138520001,45875,8385,585778.4086914062,0.001,5085.240869140625,100.0
837703,737700,0.0,18,-4131.32792433,45898,8386,464849.8885742187,0.001,5108.523291015625,100.0
837803,737800,0.0,18,-4122.72731152,45912,8387,347467.22197265626,0.001,5097.459033203125,100.0
837903,737900,0.0,18,-4137.5182856,45925,8388,548327.9122070313,0.001,5115.89326171875,100.0
838003,738000,0.0,18,-4099.21634338,45937,8389,412534.22734375,0.001,5184.887548828125,100.0
838103,738100,0.0,18,-4069.1813366700003,45957,8390,423153.6826171875,0.001,5081.576953125,100.0
838203,738200,0.0,18,-4054.44240746,45980,8391,468777.704296875,0.001,5135.017333984375,100.0
838303,738300,0.0,18,-4071.2646909200002,45998,8392,462081.5166015625,0.001,5086.30244140625,100.0
838403,738400,0.0,18,-4080.2290881800004,46016,8393,357666.761328125,0.001,5102.206884765625,100.0
838503,738500,0.0,18,-4091.22395076,46033,8394,533293.1140625,0.001,5039.004833984375,100.0
838603,738600,0.0,18,-4189.04310014,46050,8395,357227.6966796875,0.001,5149.632080078125,100.0
838703,738700,0.0,18,-4149.025690289999,46069,8396,518043.0271484375,0.001,5021.558935546875,100.0
838803,738800,0.0,18,-4132.6139475400005,46087,8397,411396.4771484375,0.001,5083.42353515625,100.0
838903,738900,0.0,18,-4156.10343255,46101,8398,646045.98984375,0.001,5066.134619140625,100.0
839003,739000,0.0,18,-4145.1690334800005,46117,8399,572625.674609375,0.001,5128.26845703125,100.0
839103,739100,0.0,18,-4101.917048400001,46134,8400,306391.56875,0.001,5113.659326171875,100.0
839203,739200,0.0,18,-4134.15867837,46154,8401,645989.308984375,0.001,5078.221826171875,100.0
839303,739300,0.0,18,-4146.3278688499995,46167,8402,270573.5712890625,0.001,5055.309228515625,100.0
839403,739400,0.0,18,-4150.3356423800005,46181,8403,514855.630078125,0.001,5015.8455078125,100.0
839503,739500,0.0,18,-4142.56737426,46198,8404,602810.736328125,0.001,5058.2345703125,100.0
839603,739600,0.0,18,-4154.73821779,46225,8405,695219.6908203125,0.001,4986.906689453125,100.0
839703,739700,0.0,18,-4142.97962034,46248,8406,613045.328125,0.001,5125.027685546875,100.0
839803,739800,0.0,18,-4126.99443486,46268,8407,431528.924609375,0.001,5056.726171875,100.0
839903,739900,0.0,18,-4191.49325782,46285,8408,349519.8064453125,0.001,5091.9923828125,100.0
840003,740000,0.0,18,-4149.40535515,46308,8409,546989.8228515625,0.001,5041.812890625,100.0
840103,740100,0.0,18,-4218.33330013,46321,8410,413760.16875,0.001,5091.375927734375,100.0
840169,740160,0.01,18,-4205.16281859,46338,8411,577207.4828125,0.001,5006.7875,99.66
840269,740260,0.01,18,-4146.59950898,46357,8412,403959.57578125,0.001,5038.7837890625,99.66
840369,740360,0.01,18,-4176.92463314,46373,8413,424006.366015625,0.001,5064.174365234375,99.66
840469,740460,0.01,18,-4181.86648574,46389,8414,392175.20166015625,0.001,5063.908251953125,99.66
840569,740560,0.01,18,-4175.30886424,46409,8415,260998.8302734375,0.001,5103.714208984375,99.66
840669,740660,0.01,18,-4207.89454697,46427,8416,423151.2958007812,0.001,5068.672412109375,99.66
840769,740760,0.01,18,-4188.27280724,46447,8417,341701.5798828125,0.001,5046.5109375,99.66
840869,740860,0.01,18,-4184.63445293,46467,8418,652903.415234375,0.001,5087.312841796875,99.66
840969,740960,0.01,18,-4220.332212040001,46494,8419,564424.4728515625,0.001,5035.91259765625,99.66
841069,741060,0.01,18,-4166.78514579,46514,8420,549532.962890625,0.001,5080.033544921875,99.66
841169,741160,0.01,18,-4129.3059136,46530,8421,515887.9783203125,0.001,5092.615234375,99.66
841269,741260,0.01,18,-4115.75832136,46551,8422,561460.664453125,0.001,5079.729833984375,99.66
841369,741360,0.01,18,-4081.8289505400003,46569,8423,432952.9005859375,0.001,5073.408984375,99.66
841469,741460,0.01,18,-4091.692579820001,46592,8424,439633.5390625,0.001,5076.63662109375,99.66
841569,741560,0.01,18,-4022.60495487,46610,8425,462080.7763671875,0.001,4998.6646484375,99.66
841669,741660,0.01,18,-3997.73544521,46629,8426,325081.0419921875,0.001,5122.662646484375,99.66
841769,741760,0.01,18,-3958.39938015,46647,8427,466998.83984375,0.001,5152.326171875,99.66
841869,741860,0.01,18,-3930.5589140800002,46661,8428,484202.65498046874,0.001,5045.05439453125,99.66
841969,741960,0.01,18,-3953.3503085400002,46675,8429,513209.8724609375,0.001,5023.140380859375,99.66
842069,742060,0.01,18,-3872.45101192,46694,8430,449776.594921875,0.001,5038.768603515625,99.66
842169,742160,0.01,18,-3855.8069517199992,46710,8431,606146.5389648437,0.001,5033.20107421875,99.66
842269,742260,0.01,18,-3872.4769764099997,46723,8432,705196.6048828125,0.001,5018.5498046875,99.66
842369,742360,0.01,18,-3899.3432673899997,46742,8433,545598.4677734375,0.001,5079.142919921875,99.66
842469,742460,0.01,18,-3939.9760068699998,46755,8434,570054.075,0.001,5025.699169921875,99.66
842569,742560,0.01,18,-3931.03054634,46770,8435,383559.206640625,0.001,5078.458935546875,99.66
842669,742660,0.01,18,-3913.69902252,46791,8436,537147.569921875,0.001,5052.92373046875,99.66
842769,742760,0.01,18,-3926.8729221000003,46810,8437,427165.59375,0.001,5094.2720703125,99.66
842869,742860,0.01,17,-3877.80153232,46829,8438,394207.5541015625,0.001,5080.58828125,99.66
842969,742960,0.01,17,-3921.26552659,46848,8439,597940.9318359375,0.001,5025.2271484375,99.66
843069,743060,0.01,17,-3843.2110087700003,46872,8440,604755.118359375,0.001,5087.070458984375,99.66
843169,743160,0.01,17,-3873.9880254099994,46887,8441,231520.541796875,0.001,5074.872802734375,99.66
843269,743260,0.01,17,-3855.4788754399992,46906,8442,422914.3787109375,0.001,5071.482861328125,99.66
843369,743360,0.01,17,-3862.3103888599994,46921,8443,476772.0841796875,0.001,5078.930419921875,99.66
843469,743460,0.01,17,-3850.8402827,46944,8444,397611.7037109375,0.001,5073.5150390625,99.66
843569,743560,0.01,17,-3842.096602290001,46960,8445,321951.60952148435,0.001,5129.971337890625,99.66
843669,743660,0.01,17,-3822.1797236,46976,8446,571396.4169921875,0.001,5098.9775390625,99.66
843769,743760,0.01,17,-3801.0081400900003,46994,8447,379211.7052734375,0.001,5058.13251953125,99.66
843869,743860,0.01,17,-3771.1516660400002,47013,8448,510286.462109375,0.001,5076.490478515625,99.66
843969,743960,0.01,17,-3764.91660304,47026,8449,383481.3337890625,0.001,5072.68974609375,99.66
844069,744060,0.01,17,-3765.296471599999,47049,8450,493986.634375,0.001,5032.434423828125,99.66
844169,744160,0.01,17,-3780.19631677,47065,8451,464129.32109375,0.001,4998.871484375,99.66
844269,744260,0.01,17,-3852.1761370599997,47080,8452,264936.231640625,0.001,5020.794580078125,99.66
844369,744360,0.01,17,-3885.4235730000005,47098,8453,390117.6434570312,0.001,5018.414306640625,99.66
844469,744460,0.01,17,-3907.85069035,47114,8454,500563.0490234375,0.001,5067.919287109375,99.66
844569,744560,0.01,17,-3892.4704301,47133,8455,308019.705078125,0.001,4985.764697265625,99.66
844669,744660,0.01,17,-3908.7706508600004,47151,8456,368931.7306640625,0.001,5020.270556640625,99.66
844769,744760,0.01,17,-3931.7293806000002,47169,8457,489082.36064453126,0.001,5030.732666015625,99.66
844869,744860,0.01,17,-3971.9184730899997,47188,8458,430336.2490234375,0.001,5082.450390625,99.66
844969,744960,0.01,17,-3997.5020039099995,47202,8459,469952.6005859375,0.001,5038.567919921875,99.66
845069,745060,0.01,17,-4042.93612762,47222,8460,506040.1974609375,0.001,5020.31298828125,99.66
845169,745160,0.01,17,-4050.44789928,47238,8461,300583.8954101562,0.001,5090.948388671875,99.66
845269,745260,0.01,17,-4094.3071284400003,47255,8462,455976.36162109376,0.001,5098.052880859375,99.66
845369,745360,0.01,17,-4089.08912325,47276,8463,709996.358203125,0.001,5044.079833984375,99.66
845469,745460,0.01,17,-4057.8435057399997,47294,8464,465720.777734375,0.001,5010.746826171875,99.66
845569,745560,0.01,17,-4105.65237659,47311,8465,625533.208984375,0.001,4995.476513671875,99.66
845669,745660,0.01,17,-4123.97532461,47330,8466,349223.4427734375,0.001,5026.926708984375,99.66
845769,745760,0.01,17,-4140.42289983,47353,8467,732881.4318359375,0.001,5101.786279296875,99.66
845869,745860,0.01,17,-4135.35330648,47375,8468,387179.5865234375,0.001,5046.280322265625,99.66
845969,745960,0.01,17,-4179.283883200001,47398,8469,463599.4572265625,0.001,5053.51669921875,99.66
846069,746060,0.01,17,-4178.41868047,47419,8470,430351.6681640625,0.001,5019.932470703125,99.66
846169,746160,0.01,17,-4219.96590343,47438,8471,593259.7783203125,0.001,4995.621337890625,99.66
846269,746260,0.01,17,-4189.7351529,47460,8472,512814.7005859375,0.001,5009.392041015625,99.66
846369,746360,0.01,17,-4190.8861658000005,47480,8473,335109.741796875,0.001,5019.89833984375,99.66
846469,746460,0.01,17,-4193.605064570001,47499,8474,610389.4482421875,0.001,4989.7625,99.66
846569,746560,0.01,17,-4159.74604361,47512,8475,559083.7005859375,0.001,5054.578662109375,99.66
846669,746660,0.01,17,-4140.00680279,47535,8476,381081.812109375,0.001,5041.9865234375,99.66
846769,746760,0.01,17,-4164.62491788,47555,8477,478143.8375,0.001,4951.587353515625,99.66
846869,746860,0.01,17,-4145.51281982,47572,8478,438401.593359375,0.001,4986.121875,99.66
846969,746960,0.01,17,-4074.8706422300006,47587,8479,526268.5408203125,0.001,5003.60947265625,99.66
847069,747060,0.01,17,-4062.3992309900004,47604,8480,453249.72333984374,0.001,5034.8546875,99.66
847169,747160,0.01,17,-4071.8501141400006,47628,8481,700612.3666015625,0.001,4990.9830078125,99.66
847269,747260,0.01,17,-4060.806769230001,47646,8482,409853.304296875,0.001,5032.09755859375,99.66
847369,747360,0.01,17,-4081.36123855,47661,8483,461463.2515625,0.001,5070.508447265625,99.66
847469,747460,0.01,17,-4084.6468435800007,47679,8484,513208.91640625,0.001,5005.636328125,99.66
847569,747560,0.01,17,-4050.2286649899997,47694,8485,611465.053515625,0.001,4983.5767578125,99.66
847669,747660,0.01,17,-4028.42621832,47715,8486,496240.7052734375,0.001,4951.539892578125,99.66
847769,747760,0.01,17,-4008.4932526599996,47737,8487,543239.48359375,0.001,4896.7357421875,99.66
847869,747860,0.01,17,-3972.6754660899996,47761,8488,488127.6484375,0.001,4993.187548828125,99.66
847969,747960,0.01,17,-3992.1712611499997,47783,8489,471054.8140625,0.001,4967.87392578125,99.66
848069,748060,0.01,17,-4037.4409018600004,47803,8490,493816.4748046875,0.001,4974.1845703125,99.66
848169,748160,0.01,17,-4073.48105928,47819,8491,309427.3962890625,0.001,5036.36533203125,99.66
848269,748260,0.01,17,-4059.6438422300002,47836,8492,492337.3568359375,0.001,4976.865185546875,99.66
848369,748360,0.01,17,-4068.1270750400004,47854,8493,574989.9391601563,0.001,5015.990966796875,99.66
848469,748460,0.01,17,-4087.6189948899996,47878,8494,515235.376953125,0.001,4994.721337890625,99.66
848569,748560,0.01,17,-4031.5898413299997,47892,8495,453379.230078125,0.001,5076.06904296875,99.66
848669,748660,0.01,17,-4051.50220925,47908,8496,516762.45283203124,0.001,5045.610791015625,99.66
848769,748760,0.01,17,-4045.5668760599992,47923,8497,344454.4625,0.001,5022.2376953125,99.66
848869,748860,0.01,17,-4085.9463631800004,47942,8498,497212.160546875,0.001,4977.988134765625,99.66
848969,748960,0.01,17,-4107.87532185,47960,8499,581158.059765625,0.001,4992.25380859375,99.66
849001,749000,0.02,17,-4116.7420446099995,47966,8500,662794.484375,0.001,5044.397998046875,98.98
849101,749100,0.02,17,-4064.17112861,47992,8501,526256.5841796875,0.001,5009.255078125,98.98
849201,749200,0.02,17,-4051.3450908699997,48010,8502,385642.797265625,0.001,5040.459130859375,98.98
849301,749300,0.02,17,-4050.80386826,48030,8503,482513.4203125,0.001,5005.80439453125,98.98
849401,749400,0.02,17,-4058.17092839,48046,8504,430724.4763671875,0.001,5001.207763671875,98.98
849501,749500,0.02,17,-4040.0214458300006,48063,8505,727482.2791015625,0.001,5057.209423828125,98.98
849601,749600,0.02,17,-4073.77248119,48078,8506,572075.6859375,0.001,5061.5921875,98.98
849701,749700,0.02,17,-4091.57486049,48095,8507,427634.4181640625,0.001,5021.773486328125,98.98
849801,749800,0.02,17,-4032.3554752600003,48115,8508,391046.6931640625,0.001,5077.60263671875,98.98
849901,749900,0.02,17,-4033.1205563300005,48135,8509,497761.01494140626,0.001,5020.112451171875,98.98
850001,750000,0.02,17,-4021.2311343900005,48151,8510,271064.7828125,0.001,4999.95908203125,98.98
850101,750100,0.01,17,-4055.58884829,48166,8511,745578.8263671875,0.001,5046.83203125,99.32
850201,750200,0.01,17,-4094.22282789,48187,8512,587474.256640625,0.001,5021.756494140625,99.32
850301,750300,0.01,17,-4080.2260689699992,48204,8513,509554.8033203125,0.001,5046.33466796875,99.32
850401,750400,0.01,17,-4079.084075179999,48225,8514,584747.9173828125,0.001,4985.83310546875,99.32
850501,750500,0.01,17,-4133.915271639999,48244,8515,719685.24296875,0.001,4984.1384765625,99.32
850601,750600,0.01,17,-4092.70486553,48261,8516,384310.4505859375,0.001,5004.778857421875,99.32
850701,750700,0.01,17,-4130.83718703,48284,8517,635782.3685546875,0.001,5105.9453125,99.32
850801,750800,0.01,17,-4155.385595610001,48300,8518,407755.60078125,0.001,4968.803759765625,99.32
850901,750900,0.01,17,-4116.18891238,48312,8519,434119.69091796875,0.001,5084.924365234375,99.32
851001,751000,0.01,17,-4043.0274423200003,48330,8520,490117.47314453125,0.001,5014.458544921875,99.32
851101,751100,0.01,17,-4048.2364395400004,48345,8521,441045.1779296875,0.001,5038.206689453125,99.32
851201,751200,0.01,17,-4071.0993434800002,48358,8522,359745.9435546875,0.001,5073.26875,99.32
851301,751300,0.01,17,-4122.780335920001,48370,8523,513018.18359375,0.001,4999.748876953125,99.32
851401,751400,0.01,17,-4165.052378740001,48388,8524,515238.2603515625,0.001,5040.157177734375,99.32
851501,751500,0.01,17,-4221.95389451,48405,8525,384430.096484375,0.001,5087.163134765625,99.32
851601,751600,0.01,17,-4223.38191361,48418,8526,527292.4802734375,0.001,5034.101171875,99.32
851701,751700,0.01,17,-4229.72228229,48431,8527,360633.66669921874,0.001,5028.666796875,99.32
851801,751800,0.01,17,-4214.44280428,48445,8528,692772.2396484375,0.001,5016.29140625,99.32
851901,751900,0.01,17,-4194.717366510001,48458,8529,441495.9056640625,0.001,5063.960986328125,99.32
852001,752000,0.01,17,-4208.46685683,48481,8530,360776.346875,0.001,5060.5892578125,99.32
852101,752100,0.01,17,-4203.1106452700005,48500,8531,587317.3220703125,0.001,4988.325634765625,99.32
852201,752200,0.01,17,-4226.58065084,48520,8532,331880.43330078124,0.001,5034.430029296875,99.32
852301,752300,0.01,17,-4216.285893759999,48540,8533,328362.63134765625,0.001,4993.21416015625,99.32
852401,752400,0.01,17,-4195.75142619,48560,8534,518984.63046875,0.001,4963.53017578125,99.32
852501,752500,0.01,17,-4172.51594223,48573,8535,436229.821875,0.001,5029.8298828125,99.32
852601,752600,0.01,17,-4204.37942113,48603,8536,327925.1490234375,0.001,5019.426220703125,99.32
852701,752700,0.01,17,-4165.41684165,48621,8537,503054.0169921875,0.001,5034.6734375,99.32
852801,752800,0.01,17,-4154.727757379999,48635,8538,656926.605078125,0.001,5018.17666015625,99.32
852901,752900,0.01,17,-4113.68322414,48650,8539,376506.94140625,0.001,5103.812744140625,99.32
853001,753000,0.01,17,-4147.3770331999995,48668,8540,329079.1685546875,0.001,5067.383056640625,99.32
853101,753100,0.01,17,-4087.4078179400003,48689,8541,727268.4048828125,0.001,4944.37763671875,99.32
853201,753200,0.01,17,-4122.08122188,48705,8542,459031.515234375,0.001,5021.12880859375,99.32
853301,753300,0.01,17,-4107.89806639,48730,8543,599858.791015625,0.001,4977.43056640625,99.32
853401,753400,0.01,17,-4101.7652204900005,48748,8544,563401.7759765625,0.001,5090.622705078125,99.32
853501,753500,0.01,17,-4104.46497299,48766,8545,557242.5796875,0.001,5061.577001953125,99.32
853601,753600,0.01,17,-4105.03432253,48780,8546,421270.48876953125,0.001,4970.368408203125,99.32
853701,753700,0.01,17,-4122.9647088,48799,8547,157797.78134765624,0.001,5024.454931640625,99.32
853801,753800,0.01,17,-4164.84659184,48818,8548,211614.2884765625,0.001,5023.93232421875,99.32
853901,753900,0.01,17,-4158.28475693,48833,8549,661588.8783203125,0.001,4974.4693359375,99.32
854001,754000,0.01,17,-4169.613348619999,48850,8550,407691.9852539062,0.001,5055.59296875,99.32
854101,754100,0.01,17,-4139.71051808,48870,8551,553781.8799804688,0.001,4977.406787109375,99.32
854201,754200,0.01,17,-4099.23755859,48888,8552,465094.7787109375,0.001,5048.868701171875,99.32
854301,754300,0.01,17,-4069.80844247,48907,8553,698790.706640625,0.001,5016.44560546875,99.32
854401,754400,0.01,17,-4105.41059089,48938,8554,452970.0684570313,0.001,4968.694580078125,99.32
854501,754500,0.01,17,-4093.19636263,48963,8555,531658.84375,0.001,4943.777783203125,99.32
854601,754600,0.01,17,-4075.10457586,48989,8556,262293.8181640625,0.001,5059.012451171875,99.32
854701,754700,0.01,17,-4086.42949582,49007,8557,482899.5029296875,0.001,5022.2189453125,99.32
854801,754800,0.01,17,-4077.2696079400002,49023,8558,534600.6330078125,0.001,4981.83291015625,99.32
854901,754900,0.01,17,-4136.34680561,49039,8559,577241.5158203125,0.001,5042.727001953125,99.32
855001,755000,0.01,17,-4039.8609334199996,49056,8560,487155.39765625,0.001,5046.74501953125,99.32
855101,755100,0.01,17,-4083.34387961,49070,8561,419258.3182617187,0.001,5003.453125,99.32
855201,755200,0.01,17,-4055.5675514800005,49086,8562,461148.2193359375,0.001,5028.797802734375,99.32
855301,755300,0.01,17,-4019.1163075599998,49103,8563,366181.2927734375,0.001,5072.524755859375,99.32
855401,755400,0.01,17,-4004.43350122,49123,8564,331078.12158203125,0.001,5014.827490234375,99.32
855501,755500,0.01,17,-3961.6909100400003,49138,8565,505980.7431640625,0.001,5008.74287109375,99.32
855601,755600,0.01,17,-3950.0875448200004,49155,8566,568837.7934570312,0.001,4970.565283203125,99.32
855701,755700,0.01,17,-4023.677068340001,49181,8567,577350.3228515625,0.001,5067.567138671875,99.32
855801,755800,0.01,17,-4011.16285277,49203,8568,441908.260546875,0.001,4999.067724609375,99.32
855901,755900,0.01,17,-3972.0048059199994,49220,8569,535658.1341796875,0.001,5012.82685546875,99.32
856001,756000,0.01,17,-3973.0348934500007,49235,8570,430381.4400390625,0.001,5076.89931640625,99.32
856101,756100,0.01,17,-3933.5094454200007,49251,8571,307852.707421875,0.001,5070.75966796875,99.32
856201,756200,0.01,17,-3938.6026845900005,49263,8572,427931.1251953125,0.001,5035.182763671875,99.32
856301,756300,0.01,17,-3956.1968678399994,49280,8573,540663.8322265625,0.001,5053.786279296875,99.32
856313,,0.02,17,-3908.3224503399997,49283,8574,,,,98.44
856413,756400,0.02,17,-3951.0835745899994,49301,8575,640269.221875,0.001,4964.446923828125,98.44
856513,756500,0.02,17,-4001.67820619,49314,8576,637276.3607421875,0.001,5026.5720703125,98.44
856613,756600,0.02,17,-4011.4962871800003,49332,8577,490181.5350585937,0.001,4954.087841796875,98.44
856713,756700,0.02,17,-4049.5851776300005,49347,8578,456732.27412109374,0.001,4920.08232421875,98.44
856813,756800,0.02,17,-4063.8503948000002,49364,8579,554439.609375,0.001,4946.777880859375,98.44
856913,756900,0.02,17,-4083.4856821000008,49387,8580,464751.58720703126,0.001,5044.293505859375,98.44
857013,757000,0.02,17,-4095.1314132700004,49404,8581,481868.9892578125,0.001,4998.277099609375,98.44
857113,757100,0.02,17,-4129.566665370001,49418,8582,320162.4337890625,0.001,4985.51826171875,98.44
857213,757200,0.02,17,-4099.95530917,49442,8583,429238.81513671874,0.001,4974.294287109375,98.44
857313,757300,0.02,17,-4118.30804479,49463,8584,518680.50048828125,0.001,4929.370751953125,98.44
857413,757400,0.02,17,-4111.813896750001,49486,8585,383694.6705078125,0.001,5025.340283203125,98.44
857513,757500,0.02,17,-4132.54575879,49499,8586,415701.129296875,0.001,5036.674609375,98.44
857613,757600,0.02,17,-4153.2625440500005,49526,8587,222288.5578125,0.001,5041.218798828125,98.44
857713,757700,0.02,17,-4141.1293672500005,49547,8588,646664.3321289063,0.001,5003.325,98.44
857813,757800,0.02,17,-4115.042155810001,49562,8589,412207.4693359375,0.001,5020.77939453125,98.44
857913,757900,0.02,17,-4034.630309710001,49583,8590,627043.2341796875,0.001,5053.638330078125,98.44
858013,758000,0.02,17,-4023.067338750001,49606,8591,361530.6318359375,0.001,4975.470947265625,98.44
858113,758100,0.02,17,-4065.98959688,49627,8592,532074.4502929688,0.001,5024.406884765625,98.44
858213,758200,0.02,17,-4070.4993799400004,49644,8593,504727.2374023438,0.001,5008.965478515625,98.44
858313,758300,0.02,17,-4044.84748012,49664,8594,579850.9973632812,0.001,4992.30517578125,98.44
858413,758400,0.02,17,-4036.2009074599996,49685,8595,569725.8362304687,0.001,4980.105859375,98.44
858513,758500,0.02,17,-4005.62605674,49704,8596,411238.95556640625,0.001,4949.7095703125,98.44
858613,758600,0.02,17,-3992.75403047,49722,8597,471764.14140625,0.001,5016.373095703125,98.44
858713,758700,0.02,17,-3985.67731205,49744,8598,430539.7217773438,0.001,5068.2703125,98.44
858813,758800,0.02,17,-3977.3445724499998,49761,8599,236922.32255859376,0.001,5015.6251953125,98.44
858913,758900,0.01,17,-3981.8753526600003,49781,8600,689867.837890625,0.001,5105.076171875,99.12
859013,759000,0.01,17,-3986.66586712,49801,8601,497781.2384765625,0.001,5034.667919921875,99.12
859113,759100,0.01,17,-4018.05671214,49821,8602,288070.33447265625,0.001,4982.14228515625,99.12
859213,759200,0.01,17,-4004.8840865399993,49837,8603,329348.8163085937,0.001,5077.082568359375,99.12
859313,759300,0.01,17,-3990.7649479699994,49861,8604,474810.99580078124,0.001,5038.709765625,99.12
859413,759400,0.01,17,-4033.6313733099996,49878,8605,471116.7421875,0.001,5046.710009765625,99.12
859513,759500,0.01,17,-4079.23332707,49900,8606,499349.5767578125,0.001,4978.560400390625,99.12
859613,759600,0.01,17,-4047.1779385500004,49916,8607,594846.1943359375,0.001,4994.270654296875,99.12
859713,759700,0.01,17,-4084.37787441,49939,8608,415825.9696289062,0.001,5042.64921875,99.12
859813,759800,0.01,17,-4144.47348334,49964,8609,482241.0783203125,0.001,5024.75625,99.12
859913,759900,0.01,17,-4107.40179848,49979,8610,622050.5068359375,0.001,5032.450390625,99.12
860013,760000,0.01,17,-4086.4523428,49993,8611,505328.8861328125,0.001,4995.8263671875,99.12
860113,760100,0.01,17,-4041.6084076100005,50009,8612,406913.204296875,0.001,5033.75322265625,99.12
860213,760200,0.01,17,-3994.4757863400005,50026,8613,385016.91162109375,0.001,5103.9373046875,99.12
860313,760300,0.01,17,-3998.1631980600005,50047,8614,522234.7015625,0.001,4993.969677734375,99.12
860413,760400,0.01,17,-3943.7802991800004,50059,8615,551697.1541015625,0.001,4958.315087890625,99.12
860513,760500,0.01,17,-3964.7946164299997,50072,8616,608191.68515625,0.001,5038.18935546875,99.12
860613,760600,0.01,17,-3957.35669248,50091,8617,560275.76015625,0.001,5071.583642578125,99.12
860713,760700,0.01,17,-3944.0260889700003,50104,8618,335280.8322265625,0.001,5046.183837890625,99.12
860813,760800,0.01,17,-4008.7865741900005,50125,8619,427847.968359375,0.001,4954.36640625,99.12
860913,760900,0.01,17,-4113.1043388200005,50146,8620,500034.442578125,0.001,5048.998291015625,99.12
861013,761000,0.01,17,-4133.714067140001,50169,8621,385675.8810546875,0.001,4945.558203125,99.12
861113,761100,0.01,17,-4146.95202563,50191,8622,553061.6549804688,0.001,4971.882763671875,99.12
861213,761200,0.01,17,-4125.36628321,50208,8623,321859.41015625,0.001,4985.553515625,99.12
861313,761300,0.01,17,-4119.2785798899995,50221,8624,407343.3193359375,0.001,5075.512353515625,99.12
861413,761400,0.01,17,-4108.70547454,50240,8625,619801.1395507812,0.001,5041.356103515625,99.12
861513,761500,0.01,17,-4121.3820755,50255,8626,315949.128125,0.001,5075.536083984375,99.12
861613,761600,0.01,17,-4173.514129810001,50269,8627,467911.9168945312,0.001,4972.793994140625,99.12
861713,761700,0.01,17,-4159.37901106,50288,8628,284945.7891601563,0.001,5079.46435546875,99.12
861813,761800,0.01,17,-4184.32139614,50309,8629,315561.036328125,0.001,5014.4587890625,99.12
861913,761900,0.01,17,-4225.556958939999,50337,8630,415357.0962890625,0.001,4946.730224609375,99.12
862013,762000,0.01,17,-4271.433940349999,50356,8631,244439.06494140625,0.001,5064.668798828125,99.12
862113,762100,0.01,17,-4258.9008439399995,50382,8632,485237.787109375,0.001,5028.042919921875,99.12
862213,762200,0.01,17,-4242.97901879,50400,8633,640437.196484375,0.001,5019.743505859375,99.12
862313,762300,0.01,17,-4236.37726909,50419,8634,289325.570703125,0.001,5033.52890625,99.12
862413,762400,0.01,17,-4250.352354459999,50435,8635,502446.972265625,0.001,4955.7966796875,99.12
862513,762500,0.01,17,-4243.27520305,50451,8636,401534.2071289063,0.001,4984.599365234375,99.12
862613,762600,0.01,17,-4254.17785401,50472,8637,330929.210546875,0.001,4930.90390625,99.12
862713,762700,0.01,17,-4225.48093063,50489,8638,461009.37548828125,0.001,4999.879638671875,99.12
862813,762800,0.01,17,-4216.5840904199995,50512,8639,455620.76337890624,0.001,5019.273046875,99.12
862913,762900,0.01,17,-4216.4854432600005,50527,8640,462336.801171875,0.001,4991.7234375,99.12
863013,763000,0.01,17,-4241.49653902,50546,8641,594440.858984375,0.001,5007.10146484375,99.12
863113,763100,0.01,17,-4234.06618501,50569,8642,442023.7544921875,0.001,5015.217724609375,99.12
863213,763200,0.01,17,-4276.97079183,50591,8643,463240.4810546875,0.001,5033.825634765625,99.12
863313,763300,0.01,17,-4240.72202248,50605,8644,450280.7916015625,0.001,5010.3791015625,99.12
863413,763400,0.01,17,-4263.38122546,50628,8645,450875.2482421875,0.001,5020.788330078125,99.12
863513,763500,0.01,17,-4289.88042633,50648,8646,482399.00439453125,0.001,4967.415478515625,99.12
863613,763600,0.01,17,-4265.44434397,50661,8647,579177.167578125,0.001,4992.768994140625,99.12
863713,763700,0.01,17,-4224.5369703999995,50677,8648,716212.565234375,0.001,4983.921484375,99.12
863813,763800,0.01,17,-4235.392289099999,50703,8649,571358.2724609375,0.001,5036.6681640625,99.12
863913,763900,0.01,17,-4220.637605809999,50731,8650,524903.501171875,0.001,5007.956884765625,99.12
864013,764000,0.01,17,-4299.165025349999,50757,8651,595956.20390625,0.001,5027.9599609375,99.12
864113,764100,0.01,17,-4291.041314989999,50770,8652,399853.04140625,0.001,4914.430615234375,99.12
864213,764200,0.01,17,-4303.22432459,50785,8653,476532.87060546875,0.001,4944.552197265625,99.12
864313,764300,0.01,17,-4201.40341653,50804,8654,504135.7087890625,0.001,4978.47333984375,99.12
